2025-12-05 20:15:37,040 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: exp
2025-12-05 20:15:37,041 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------------+
| Parameter  | Value              |
+------------+--------------------+
| cuda       | 5                  |
+------------+--------------------+
| datadir    | data/Lipophilicity |
+------------+--------------------+
| epoch      | 1000               |
+------------+--------------------+
| seed       | [42]               |
+------------+--------------------+
| channels   | 64                 |
+------------+--------------------+
| heads      | 1                  |
+------------+--------------------+
| pretrain   | 0                  |
+------------+--------------------+
| batch_size | 32                 |
+------------+--------------------+
| net_lr     | 0.001              |
+------------+--------------------+
2025-12-05 20:15:37,042 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for exp with seed 42 ---
2025-12-05 20:17:16,684 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [108/1000] Train_MSE: 4.024572 Val_MSE: 4.030184 | Loss: 0.959222
2025-12-05 20:17:17,586 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [109/1000] Train_MSE: 3.878972 Val_MSE: 3.836447 | Loss: 0.931396
2025-12-05 20:17:18,480 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [110/1000] Train_MSE: 3.882647 Val_MSE: 3.841043 | Loss: 0.928167
2025-12-05 20:17:19,381 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [111/1000] Train_MSE: 2.844989 Val_MSE: 2.869026 | Loss: 0.939630
2025-12-05 20:17:20,288 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [112/1000] Train_MSE: 2.641090 Val_MSE: 2.714288 | Loss: 0.920080
2025-12-05 20:17:21,186 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [113/1000] Train_MSE: 2.877944 Val_MSE: 2.871807 | Loss: 0.936832
2025-12-05 20:17:22,079 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [114/1000] Train_MSE: 5.126621 Val_MSE: 4.950885 | Loss: 0.939713
2025-12-05 20:17:22,964 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [115/1000] Train_MSE: 2.313798 Val_MSE: 2.303262 | Loss: 0.946042
2025-12-05 20:17:23,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [116/1000] Train_MSE: 3.345071 Val_MSE: 3.283057 | Loss: 0.963650
2025-12-05 20:17:24,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [117/1000] Train_MSE: 4.978054 Val_MSE: 4.810176 | Loss: 0.936195
2025-12-05 20:17:25,656 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [118/1000] Train_MSE: 2.769839 Val_MSE: 2.770968 | Loss: 0.944894
2025-12-05 20:17:26,559 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [119/1000] Train_MSE: 3.225155 Val_MSE: 3.225337 | Loss: 0.915723
2025-12-05 20:17:27,489 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [120/1000] Train_MSE: 1.709648 Val_MSE: 1.743727 | Loss: 0.908969
2025-12-05 20:17:28,412 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [121/1000] Train_MSE: 4.589656 Val_MSE: 4.420651 | Loss: 0.894015
2025-12-05 20:17:29,315 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [122/1000] Train_MSE: 2.155471 Val_MSE: 2.197267 | Loss: 0.955318
2025-12-05 20:17:30,240 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [123/1000] Train_MSE: 3.177357 Val_MSE: 3.152468 | Loss: 0.943217
2025-12-05 20:17:31,148 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [124/1000] Train_MSE: 2.367417 Val_MSE: 2.382242 | Loss: 0.956550
2025-12-05 20:17:32,068 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [125/1000] Train_MSE: 2.985775 Val_MSE: 2.925346 | Loss: 0.937756
2025-12-05 20:17:32,970 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [126/1000] Train_MSE: 2.089706 Val_MSE: 2.115853 | Loss: 0.918185
2025-12-05 20:17:33,886 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [127/1000] Train_MSE: 2.204953 Val_MSE: 2.214518 | Loss: 0.942302
2025-12-05 20:17:34,799 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [128/1000] Train_MSE: 3.048571 Val_MSE: 3.039636 | Loss: 0.921628
2025-12-05 20:17:35,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [129/1000] Train_MSE: 3.000691 Val_MSE: 2.972513 | Loss: 0.917135
2025-12-05 20:17:36,604 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [130/1000] Train_MSE: 1.677517 Val_MSE: 1.733807 | Loss: 0.935779
2025-12-05 20:17:37,493 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [131/1000] Train_MSE: 2.392506 Val_MSE: 2.372181 | Loss: 0.929191
2025-12-05 20:17:38,389 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [132/1000] Train_MSE: 2.052780 Val_MSE: 2.086228 | Loss: 0.916664
2025-12-05 20:17:39,295 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [133/1000] Train_MSE: 3.698603 Val_MSE: 3.637738 | Loss: 0.900957
2025-12-05 20:17:40,216 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [134/1000] Train_MSE: 3.042019 Val_MSE: 3.023355 | Loss: 0.919153
2025-12-05 20:17:41,112 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [135/1000] Train_MSE: 3.736814 Val_MSE: 3.646072 | Loss: 0.896554
2025-12-05 20:17:42,015 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [136/1000] Train_MSE: 3.776248 Val_MSE: 3.715875 | Loss: 0.925152
2025-12-05 20:17:42,933 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [137/1000] Train_MSE: 3.728761 Val_MSE: 3.664384 | Loss: 0.917005
2025-12-05 20:17:43,837 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [138/1000] Train_MSE: 2.917890 Val_MSE: 2.954207 | Loss: 0.903614
2025-12-05 20:17:44,724 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [139/1000] Train_MSE: 2.298238 Val_MSE: 2.338845 | Loss: 0.900051
2025-12-05 20:17:45,643 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [140/1000] Train_MSE: 3.822854 Val_MSE: 3.701120 | Loss: 0.920068
2025-12-05 20:17:46,563 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [141/1000] Train_MSE: 4.791928 Val_MSE: 4.646673 | Loss: 0.889247
2025-12-05 20:17:47,467 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [142/1000] Train_MSE: 4.044493 Val_MSE: 4.023192 | Loss: 0.925859
2025-12-05 20:17:48,364 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [143/1000] Train_MSE: 2.507798 Val_MSE: 2.523067 | Loss: 0.893944
2025-12-05 20:17:49,259 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [144/1000] Train_MSE: 3.165727 Val_MSE: 3.171367 | Loss: 0.936271
2025-12-05 20:17:50,157 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [145/1000] Train_MSE: 4.220166 Val_MSE: 4.092244 | Loss: 0.909621
2025-12-05 20:17:51,074 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [146/1000] Train_MSE: 2.407331 Val_MSE: 2.382067 | Loss: 0.915324
2025-12-05 20:17:52,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [147/1000] Train_MSE: 2.785443 Val_MSE: 2.751188 | Loss: 0.881461
2025-12-05 20:17:52,921 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [148/1000] Train_MSE: 3.983700 Val_MSE: 3.994972 | Loss: 0.927662
2025-12-05 20:17:53,816 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [149/1000] Train_MSE: 4.002076 Val_MSE: 3.936292 | Loss: 0.913769
2025-12-05 20:17:54,718 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [150/1000] Train_MSE: 2.976276 Val_MSE: 2.930645 | Loss: 0.880924
2025-12-05 20:17:55,622 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [151/1000] Train_MSE: 4.165436 Val_MSE: 4.113364 | Loss: 0.910276
2025-12-05 20:17:56,539 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [152/1000] Train_MSE: 5.083910 Val_MSE: 5.030166 | Loss: 0.903665
2025-12-05 20:17:56,539 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:254] - INFO: Early Stopping
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:266] - INFO: Best model Accuracy for exp, seed 42:
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:267] - INFO:   Train MSE: 1.159200
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:268] - INFO:   Val MSE:   1.223853
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:269] - INFO:   Test MSE:  1.209051
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:285] - INFO: 
=== Results for attribute exp ===
2025-12-05 20:17:56,989 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:291] - INFO: Train MSE: 1.159200  Val MSE: 1.223853  Test MSE: 1.209051
