2025-12-05 16:56:31,757 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Tg
2025-12-05 16:56:31,758 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:56:31,758 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Tg with seed 42 ---
2025-12-05 16:56:38,799 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [91/1000] Train_MSE: 4719.235188 Val_MSE: 6141.681737 | Loss: 5206.856641
2025-12-05 16:56:38,802 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 91 with val_mse 6141.681737
2025-12-05 16:56:38,881 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [92/1000] Train_MSE: 4867.243166 Val_MSE: 6280.702187 | Loss: 5231.359766
2025-12-05 16:56:38,950 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [93/1000] Train_MSE: 4751.433330 Val_MSE: 6221.615645 | Loss: 5380.532153
2025-12-05 16:56:39,019 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [94/1000] Train_MSE: 4696.110532 Val_MSE: 6222.964882 | Loss: 4941.357568
2025-12-05 16:56:39,094 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [95/1000] Train_MSE: 4650.331970 Val_MSE: 6159.634558 | Loss: 4794.842285
2025-12-05 16:56:39,174 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [96/1000] Train_MSE: 4868.506944 Val_MSE: 6336.562099 | Loss: 4686.385278
2025-12-05 16:56:39,252 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [97/1000] Train_MSE: 4793.062427 Val_MSE: 6266.785640 | Loss: 4935.246265
2025-12-05 16:56:39,322 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [98/1000] Train_MSE: 4651.071918 Val_MSE: 6179.854729 | Loss: 4723.111133
2025-12-05 16:56:39,395 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [99/1000] Train_MSE: 4753.324850 Val_MSE: 6253.587557 | Loss: 5064.314575
2025-12-05 16:56:39,472 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [100/1000] Train_MSE: 4651.675336 Val_MSE: 6222.956098 | Loss: 4677.507861
2025-12-05 16:56:39,552 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [101/1000] Train_MSE: 4801.718567 Val_MSE: 6317.548072 | Loss: 4846.883154
2025-12-05 16:56:39,628 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [102/1000] Train_MSE: 4632.166890 Val_MSE: 6208.349489 | Loss: 4604.250488
2025-12-05 16:56:39,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [103/1000] Train_MSE: 5855.493812 Val_MSE: 7228.184474 | Loss: 5269.748657
2025-12-05 16:56:39,771 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [104/1000] Train_MSE: 4658.708434 Val_MSE: 6159.407961 | Loss: 5038.643433
2025-12-05 16:56:39,843 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [105/1000] Train_MSE: 5422.066006 Val_MSE: 6960.295792 | Loss: 4943.136523
2025-12-05 16:56:39,925 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [106/1000] Train_MSE: 4690.527858 Val_MSE: 6319.738547 | Loss: 4644.620679
2025-12-05 16:56:40,011 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [107/1000] Train_MSE: 4549.045660 Val_MSE: 6145.996746 | Loss: 4910.358887
2025-12-05 16:56:40,087 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [108/1000] Train_MSE: 4580.785849 Val_MSE: 6242.892264 | Loss: 5004.071973
2025-12-05 16:56:40,157 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [109/1000] Train_MSE: 4549.453189 Val_MSE: 6209.929455 | Loss: 4630.680078
2025-12-05 16:56:40,232 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [110/1000] Train_MSE: 4518.439377 Val_MSE: 6099.956214 | Loss: 4825.410693
2025-12-05 16:56:40,236 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 110 with val_mse 6099.956214
2025-12-05 16:56:40,318 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [111/1000] Train_MSE: 4684.837542 Val_MSE: 6243.083888 | Loss: 5182.644995
2025-12-05 16:56:40,387 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [112/1000] Train_MSE: 4519.945597 Val_MSE: 6155.738760 | Loss: 5253.474707
2025-12-05 16:56:40,457 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [113/1000] Train_MSE: 4671.543941 Val_MSE: 6168.305988 | Loss: 4960.932983
2025-12-05 16:56:40,528 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [114/1000] Train_MSE: 5741.413112 Val_MSE: 7148.829380 | Loss: 4924.122388
2025-12-05 16:56:40,603 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [115/1000] Train_MSE: 5219.788638 Val_MSE: 6742.313636 | Loss: 4614.103931
2025-12-05 16:56:40,681 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [116/1000] Train_MSE: 4516.976667 Val_MSE: 6137.478395 | Loss: 4899.661133
2025-12-05 16:56:40,760 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [117/1000] Train_MSE: 4552.976148 Val_MSE: 6099.554518 | Loss: 4925.026245
2025-12-05 16:56:40,763 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 117 with val_mse 6099.554518
2025-12-05 16:56:40,837 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [118/1000] Train_MSE: 4884.064245 Val_MSE: 6399.689741 | Loss: 5196.192334
2025-12-05 16:56:40,909 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [119/1000] Train_MSE: 4615.296513 Val_MSE: 6171.267167 | Loss: 4720.188330
2025-12-05 16:56:40,985 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [120/1000] Train_MSE: 5102.355831 Val_MSE: 6563.268743 | Loss: 4653.810449
2025-12-05 16:56:41,063 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [121/1000] Train_MSE: 4497.482449 Val_MSE: 6077.360260 | Loss: 4967.834375
2025-12-05 16:56:41,066 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 121 with val_mse 6077.360260
2025-12-05 16:56:41,137 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [122/1000] Train_MSE: 5045.509273 Val_MSE: 6603.450577 | Loss: 4946.846069
2025-12-05 16:56:41,207 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [123/1000] Train_MSE: 4739.605939 Val_MSE: 6263.238782 | Loss: 4685.514209
2025-12-05 16:56:41,277 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [124/1000] Train_MSE: 4719.951563 Val_MSE: 6341.172581 | Loss: 4691.292554
2025-12-05 16:56:41,357 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [125/1000] Train_MSE: 4595.263689 Val_MSE: 6159.510827 | Loss: 4685.903076
2025-12-05 16:56:41,439 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [126/1000] Train_MSE: 4642.417048 Val_MSE: 6286.545052 | Loss: 4713.907422
2025-12-05 16:56:41,514 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [127/1000] Train_MSE: 4478.463598 Val_MSE: 6073.173669 | Loss: 5088.135962
2025-12-05 16:56:41,516 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 127 with val_mse 6073.173669
2025-12-05 16:56:41,590 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [128/1000] Train_MSE: 6695.203434 Val_MSE: 8008.949175 | Loss: 5191.319946
2025-12-05 16:56:41,662 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [129/1000] Train_MSE: 4811.047416 Val_MSE: 6329.258414 | Loss: 4687.989160
2025-12-05 16:56:41,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [130/1000] Train_MSE: 4607.311184 Val_MSE: 6200.963379 | Loss: 5026.715674
2025-12-05 16:56:41,817 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [131/1000] Train_MSE: 4412.539527 Val_MSE: 6063.302565 | Loss: 4721.406323
2025-12-05 16:56:41,819 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 131 with val_mse 6063.302565
2025-12-05 16:56:41,901 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [132/1000] Train_MSE: 4389.267005 Val_MSE: 5996.132682 | Loss: 4901.005469
2025-12-05 16:56:41,903 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 132 with val_mse 5996.132682
2025-12-05 16:56:41,977 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [133/1000] Train_MSE: 4753.030153 Val_MSE: 6258.460299 | Loss: 5325.680420
2025-12-05 16:56:42,048 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [134/1000] Train_MSE: 4426.576012 Val_MSE: 6006.925356 | Loss: 4700.297998
2025-12-05 16:56:42,123 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [135/1000] Train_MSE: 4517.792524 Val_MSE: 6078.596436 | Loss: 4558.777393
2025-12-05 16:56:42,199 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [136/1000] Train_MSE: 4422.705792 Val_MSE: 6079.728105 | Loss: 5163.135034
2025-12-05 16:56:42,275 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [137/1000] Train_MSE: 4801.228845 Val_MSE: 6429.503263 | Loss: 5285.319214
2025-12-05 16:56:42,357 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [138/1000] Train_MSE: 4897.818353 Val_MSE: 6426.837704 | Loss: 4599.259082
2025-12-05 16:56:42,434 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [139/1000] Train_MSE: 4403.278119 Val_MSE: 6043.326834 | Loss: 4840.532349
2025-12-05 16:56:42,526 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [140/1000] Train_MSE: 5493.096820 Val_MSE: 6934.436891 | Loss: 4771.769922
2025-12-05 16:56:42,612 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [141/1000] Train_MSE: 4365.909524 Val_MSE: 5989.589515 | Loss: 4880.024048
2025-12-05 16:56:42,614 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 141 with val_mse 5989.589515
2025-12-05 16:56:42,695 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [142/1000] Train_MSE: 5006.955922 Val_MSE: 6502.668711 | Loss: 4665.791577
2025-12-05 16:56:42,767 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [143/1000] Train_MSE: 4456.307676 Val_MSE: 6102.573905 | Loss: 4753.879590
2025-12-05 16:56:42,842 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [144/1000] Train_MSE: 4377.300902 Val_MSE: 5971.913103 | Loss: 4871.565674
2025-12-05 16:56:42,844 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 144 with val_mse 5971.913103
2025-12-05 16:56:42,923 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [145/1000] Train_MSE: 4492.021251 Val_MSE: 6174.645938 | Loss: 4821.209863
2025-12-05 16:56:43,003 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [146/1000] Train_MSE: 4409.267319 Val_MSE: 6024.320395 | Loss: 4814.397461
2025-12-05 16:56:43,075 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [147/1000] Train_MSE: 5122.140614 Val_MSE: 6616.108572 | Loss: 4526.105029
2025-12-05 16:56:43,145 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [148/1000] Train_MSE: 4383.300506 Val_MSE: 5988.995516 | Loss: 4804.370532
2025-12-05 16:56:43,217 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [149/1000] Train_MSE: 4467.404046 Val_MSE: 6133.005371 | Loss: 4556.041528
2025-12-05 16:56:43,295 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [150/1000] Train_MSE: 4651.666686 Val_MSE: 6332.756691 | Loss: 4759.215771
2025-12-05 16:56:43,366 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [151/1000] Train_MSE: 4419.306835 Val_MSE: 6016.502205 | Loss: 4638.749194
2025-12-05 16:56:43,436 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [152/1000] Train_MSE: 4257.105269 Val_MSE: 5894.463529 | Loss: 4657.462402
2025-12-05 16:56:43,439 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 152 with val_mse 5894.463529
2025-12-05 16:56:43,511 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [153/1000] Train_MSE: 4273.512836 Val_MSE: 5933.439434 | Loss: 4402.641748
2025-12-05 16:56:43,582 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [154/1000] Train_MSE: 4319.945979 Val_MSE: 5953.145070 | Loss: 4511.068066
2025-12-05 16:56:43,654 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [155/1000] Train_MSE: 4260.290393 Val_MSE: 5934.230590 | Loss: 4689.643042
2025-12-05 16:56:43,725 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [156/1000] Train_MSE: 4207.693607 Val_MSE: 5898.444447 | Loss: 4398.415405
2025-12-05 16:56:43,796 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [157/1000] Train_MSE: 4383.070122 Val_MSE: 6099.493817 | Loss: 4500.918848
2025-12-05 16:56:43,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [158/1000] Train_MSE: 4215.506525 Val_MSE: 5905.506771 | Loss: 4600.104419
2025-12-05 16:56:43,938 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [159/1000] Train_MSE: 4272.309606 Val_MSE: 5994.156956 | Loss: 4448.773364
2025-12-05 16:56:44,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [160/1000] Train_MSE: 4230.361170 Val_MSE: 5928.790837 | Loss: 4662.017310
2025-12-05 16:56:44,082 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [161/1000] Train_MSE: 4144.721031 Val_MSE: 5861.303994 | Loss: 4417.359766
2025-12-05 16:56:44,085 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 161 with val_mse 5861.303994
2025-12-05 16:56:44,157 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [162/1000] Train_MSE: 4130.657847 Val_MSE: 5840.782483 | Loss: 4463.400000
2025-12-05 16:56:44,159 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 162 with val_mse 5840.782483
2025-12-05 16:56:44,230 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [163/1000] Train_MSE: 4545.629020 Val_MSE: 6139.706918 | Loss: 4658.439111
2025-12-05 16:56:44,301 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [164/1000] Train_MSE: 4136.763884 Val_MSE: 5783.100891 | Loss: 4372.514307
2025-12-05 16:56:44,304 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 164 with val_mse 5783.100891
2025-12-05 16:56:44,376 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [165/1000] Train_MSE: 4140.111906 Val_MSE: 5808.649189 | Loss: 4335.843579
2025-12-05 16:56:44,446 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [166/1000] Train_MSE: 4226.201029 Val_MSE: 6026.856595 | Loss: 4377.649512
2025-12-05 16:56:44,515 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [167/1000] Train_MSE: 4558.948127 Val_MSE: 6435.718373 | Loss: 4328.552026
2025-12-05 16:56:44,585 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [168/1000] Train_MSE: 4496.192756 Val_MSE: 6147.953410 | Loss: 4474.181372
2025-12-05 16:56:44,656 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [169/1000] Train_MSE: 4075.825262 Val_MSE: 5836.351115 | Loss: 4686.198657
2025-12-05 16:56:44,727 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [170/1000] Train_MSE: 4082.359645 Val_MSE: 5801.135597 | Loss: 4802.824316
2025-12-05 16:56:44,799 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [171/1000] Train_MSE: 4047.020157 Val_MSE: 5817.131415 | Loss: 4240.177222
2025-12-05 16:56:44,871 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [172/1000] Train_MSE: 4180.916710 Val_MSE: 5981.308173 | Loss: 4426.587354
2025-12-05 16:56:44,950 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [173/1000] Train_MSE: 4391.460093 Val_MSE: 6099.598802 | Loss: 4696.702295
2025-12-05 16:56:45,022 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [174/1000] Train_MSE: 4087.270048 Val_MSE: 5759.952779 | Loss: 4576.914331
2025-12-05 16:56:45,025 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 174 with val_mse 5759.952779
2025-12-05 16:56:45,104 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [175/1000] Train_MSE: 4167.940641 Val_MSE: 5850.012550 | Loss: 4414.718140
2025-12-05 16:56:45,181 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [176/1000] Train_MSE: 4542.881416 Val_MSE: 6376.613639 | Loss: 4552.009033
2025-12-05 16:56:45,256 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [177/1000] Train_MSE: 4031.463529 Val_MSE: 5783.176543 | Loss: 4470.998047
2025-12-05 16:56:45,331 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [178/1000] Train_MSE: 3978.333251 Val_MSE: 5766.213009 | Loss: 4178.774976
2025-12-05 16:56:45,404 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [179/1000] Train_MSE: 4003.294755 Val_MSE: 5726.178416 | Loss: 4686.545996
2025-12-05 16:56:45,407 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 179 with val_mse 5726.178416
2025-12-05 16:56:45,480 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [180/1000] Train_MSE: 4097.152881 Val_MSE: 5852.711203 | Loss: 4400.792627
2025-12-05 16:56:45,554 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [181/1000] Train_MSE: 4982.302056 Val_MSE: 6854.210938 | Loss: 4204.063403
2025-12-05 16:56:45,625 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [182/1000] Train_MSE: 4044.284809 Val_MSE: 5990.253563 | Loss: 4291.206689
2025-12-05 16:56:45,697 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [183/1000] Train_MSE: 3967.564011 Val_MSE: 5870.879037 | Loss: 4403.089551
2025-12-05 16:56:45,785 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [184/1000] Train_MSE: 4602.198710 Val_MSE: 6314.158839 | Loss: 4608.275146
2025-12-05 16:56:45,857 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [185/1000] Train_MSE: 3968.120393 Val_MSE: 5809.117482 | Loss: 4217.434180
2025-12-05 16:56:45,927 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [186/1000] Train_MSE: 3922.018308 Val_MSE: 5768.478078 | Loss: 4682.255273
2025-12-05 16:56:46,007 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [187/1000] Train_MSE: 3896.128668 Val_MSE: 5796.070119 | Loss: 4186.632422
2025-12-05 16:56:46,081 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [188/1000] Train_MSE: 3967.703461 Val_MSE: 5834.503121 | Loss: 4252.300488
2025-12-05 16:56:46,155 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [189/1000] Train_MSE: 3890.525259 Val_MSE: 5848.956137 | Loss: 4134.763599
2025-12-05 16:56:46,225 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [190/1000] Train_MSE: 3943.532824 Val_MSE: 5912.578792 | Loss: 4348.852563
2025-12-05 16:56:46,301 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [191/1000] Train_MSE: 4378.842520 Val_MSE: 6225.841883 | Loss: 4234.519067
2025-12-05 16:56:46,389 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [192/1000] Train_MSE: 4350.357436 Val_MSE: 6380.979076 | Loss: 3920.837646
2025-12-05 16:56:46,474 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [193/1000] Train_MSE: 3860.913771 Val_MSE: 5792.904120 | Loss: 4155.176587
2025-12-05 16:56:46,558 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [194/1000] Train_MSE: 4605.807207 Val_MSE: 6386.434037 | Loss: 4200.356323
