2025-12-05 16:55:51,557 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: Rg
2025-12-05 16:55:51,558 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:55:51,559 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for Rg with seed 42 ---
2025-12-05 16:56:05,936 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [93/1000] Train_MSE: 13.941604 Val_MSE: 15.587752 | Loss: 12.109683
2025-12-05 16:56:06,069 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [94/1000] Train_MSE: 10.879345 Val_MSE: 13.138496 | Loss: 12.585541
2025-12-05 16:56:06,205 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [95/1000] Train_MSE: 10.635599 Val_MSE: 12.615517 | Loss: 11.109001
2025-12-05 16:56:06,340 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [96/1000] Train_MSE: 12.216097 Val_MSE: 14.134396 | Loss: 11.789758
2025-12-05 16:56:06,474 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [97/1000] Train_MSE: 10.432002 Val_MSE: 12.640483 | Loss: 11.828707
2025-12-05 16:56:06,609 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [98/1000] Train_MSE: 13.364176 Val_MSE: 14.908465 | Loss: 13.048019
2025-12-05 16:56:06,747 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [99/1000] Train_MSE: 10.708163 Val_MSE: 13.104426 | Loss: 12.432238
2025-12-05 16:56:06,885 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [100/1000] Train_MSE: 14.408103 Val_MSE: 16.866181 | Loss: 13.044228
2025-12-05 16:56:07,033 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [101/1000] Train_MSE: 12.316847 Val_MSE: 14.714645 | Loss: 11.013639
2025-12-05 16:56:07,168 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [102/1000] Train_MSE: 10.791836 Val_MSE: 13.429700 | Loss: 11.660950
2025-12-05 16:56:07,307 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [103/1000] Train_MSE: 11.106614 Val_MSE: 13.295701 | Loss: 11.243160
2025-12-05 16:56:07,443 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [104/1000] Train_MSE: 9.803497 Val_MSE: 12.403372 | Loss: 11.137611
2025-12-05 16:56:07,581 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [105/1000] Train_MSE: 12.593034 Val_MSE: 15.222570 | Loss: 11.713846
2025-12-05 16:56:07,714 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [106/1000] Train_MSE: 14.756184 Val_MSE: 16.491910 | Loss: 12.767879
2025-12-05 16:56:07,860 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [107/1000] Train_MSE: 10.505561 Val_MSE: 12.230757 | Loss: 12.287067
2025-12-05 16:56:07,996 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [108/1000] Train_MSE: 11.320462 Val_MSE: 13.378796 | Loss: 12.143976
2025-12-05 16:56:08,133 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [109/1000] Train_MSE: 14.777751 Val_MSE: 16.948499 | Loss: 13.128981
2025-12-05 16:56:08,269 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [110/1000] Train_MSE: 11.790278 Val_MSE: 13.703314 | Loss: 11.434738
2025-12-05 16:56:08,412 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [111/1000] Train_MSE: 10.170094 Val_MSE: 12.426942 | Loss: 12.375348
2025-12-05 16:56:08,548 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [112/1000] Train_MSE: 11.912999 Val_MSE: 14.200540 | Loss: 12.020419
2025-12-05 16:56:08,696 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [113/1000] Train_MSE: 11.725282 Val_MSE: 14.788531 | Loss: 11.111399
2025-12-05 16:56:08,842 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [114/1000] Train_MSE: 10.997994 Val_MSE: 13.334431 | Loss: 11.291828
2025-12-05 16:56:08,980 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [115/1000] Train_MSE: 9.687199 Val_MSE: 12.374436 | Loss: 11.649211
2025-12-05 16:56:09,111 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [116/1000] Train_MSE: 12.880167 Val_MSE: 15.037121 | Loss: 11.351957
2025-12-05 16:56:09,251 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [117/1000] Train_MSE: 11.576421 Val_MSE: 14.008058 | Loss: 11.026327
2025-12-05 16:56:09,429 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [118/1000] Train_MSE: 12.917444 Val_MSE: 15.488124 | Loss: 12.225366
2025-12-05 16:56:09,597 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [119/1000] Train_MSE: 14.648974 Val_MSE: 16.825817 | Loss: 11.334437
2025-12-05 16:56:09,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [120/1000] Train_MSE: 11.015016 Val_MSE: 13.034487 | Loss: 11.918026
2025-12-05 16:56:09,906 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [121/1000] Train_MSE: 11.051980 Val_MSE: 13.375573 | Loss: 11.309132
2025-12-05 16:56:10,039 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [122/1000] Train_MSE: 9.926190 Val_MSE: 12.048506 | Loss: 12.418573
2025-12-05 16:56:10,042 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 122 with val_mse 12.048506
2025-12-05 16:56:10,180 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [123/1000] Train_MSE: 12.141943 Val_MSE: 13.942431 | Loss: 11.324388
2025-12-05 16:56:10,334 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [124/1000] Train_MSE: 10.399016 Val_MSE: 12.383682 | Loss: 10.950501
2025-12-05 16:56:10,474 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [125/1000] Train_MSE: 11.213894 Val_MSE: 12.882261 | Loss: 12.292472
2025-12-05 16:56:10,624 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [126/1000] Train_MSE: 14.805826 Val_MSE: 16.657265 | Loss: 12.002704
2025-12-05 16:56:10,766 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [127/1000] Train_MSE: 11.744766 Val_MSE: 14.535268 | Loss: 11.609896
2025-12-05 16:56:10,905 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [128/1000] Train_MSE: 13.964650 Val_MSE: 15.774762 | Loss: 11.737394
2025-12-05 16:56:11,042 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [129/1000] Train_MSE: 9.468393 Val_MSE: 11.942300 | Loss: 11.844250
2025-12-05 16:56:11,045 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 129 with val_mse 11.942300
2025-12-05 16:56:11,185 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [130/1000] Train_MSE: 10.137290 Val_MSE: 12.616140 | Loss: 11.691294
2025-12-05 16:56:11,321 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [131/1000] Train_MSE: 9.474685 Val_MSE: 12.074871 | Loss: 11.403901
2025-12-05 16:56:11,458 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [132/1000] Train_MSE: 12.234511 Val_MSE: 14.549560 | Loss: 11.788933
2025-12-05 16:56:11,598 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [133/1000] Train_MSE: 11.039696 Val_MSE: 13.019865 | Loss: 11.341670
2025-12-05 16:56:11,732 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [134/1000] Train_MSE: 12.146734 Val_MSE: 14.079880 | Loss: 10.708581
2025-12-05 16:56:11,879 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [135/1000] Train_MSE: 12.285879 Val_MSE: 14.212357 | Loss: 10.791608
2025-12-05 16:56:12,020 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [136/1000] Train_MSE: 10.055740 Val_MSE: 12.371116 | Loss: 12.052370
2025-12-05 16:56:12,176 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [137/1000] Train_MSE: 12.994187 Val_MSE: 15.512459 | Loss: 11.376716
2025-12-05 16:56:12,312 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [138/1000] Train_MSE: 12.897193 Val_MSE: 14.746949 | Loss: 11.618618
2025-12-05 16:56:12,450 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [139/1000] Train_MSE: 10.282345 Val_MSE: 12.574290 | Loss: 10.933508
2025-12-05 16:56:12,583 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [140/1000] Train_MSE: 10.727983 Val_MSE: 13.235149 | Loss: 10.905962
2025-12-05 16:56:12,728 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [141/1000] Train_MSE: 12.576577 Val_MSE: 14.714846 | Loss: 11.274006
2025-12-05 16:56:12,866 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [142/1000] Train_MSE: 12.138999 Val_MSE: 14.039239 | Loss: 10.406521
2025-12-05 16:56:12,999 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [143/1000] Train_MSE: 14.071731 Val_MSE: 15.787115 | Loss: 11.757950
2025-12-05 16:56:13,136 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [144/1000] Train_MSE: 11.498885 Val_MSE: 13.277254 | Loss: 10.495598
2025-12-05 16:56:13,288 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [145/1000] Train_MSE: 11.253126 Val_MSE: 13.204222 | Loss: 12.215455
2025-12-05 16:56:13,433 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [146/1000] Train_MSE: 10.912116 Val_MSE: 13.877753 | Loss: 10.853729
2025-12-05 16:56:13,557 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [147/1000] Train_MSE: 15.237379 Val_MSE: 17.345126 | Loss: 10.705866
2025-12-05 16:56:13,682 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [148/1000] Train_MSE: 9.786575 Val_MSE: 12.136901 | Loss: 11.928084
2025-12-05 16:56:13,818 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [149/1000] Train_MSE: 12.408436 Val_MSE: 14.623202 | Loss: 9.755230
2025-12-05 16:56:13,953 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [150/1000] Train_MSE: 10.506740 Val_MSE: 12.637145 | Loss: 11.721267
2025-12-05 16:56:14,092 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [151/1000] Train_MSE: 10.773892 Val_MSE: 12.796405 | Loss: 10.502151
2025-12-05 16:56:14,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [152/1000] Train_MSE: 11.690612 Val_MSE: 13.994168 | Loss: 10.850459
2025-12-05 16:56:14,352 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [153/1000] Train_MSE: 11.767767 Val_MSE: 14.199424 | Loss: 10.993719
2025-12-05 16:56:14,483 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [154/1000] Train_MSE: 11.289487 Val_MSE: 13.570622 | Loss: 10.880152
2025-12-05 16:56:14,617 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [155/1000] Train_MSE: 13.960627 Val_MSE: 15.134351 | Loss: 12.346156
2025-12-05 16:56:14,757 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [156/1000] Train_MSE: 9.949138 Val_MSE: 12.308220 | Loss: 11.773140
2025-12-05 16:56:14,894 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [157/1000] Train_MSE: 11.431194 Val_MSE: 13.632021 | Loss: 11.684710
2025-12-05 16:56:15,044 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [158/1000] Train_MSE: 10.214653 Val_MSE: 12.745410 | Loss: 11.097795
2025-12-05 16:56:15,186 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [159/1000] Train_MSE: 13.027098 Val_MSE: 15.059990 | Loss: 10.616488
2025-12-05 16:56:15,323 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [160/1000] Train_MSE: 11.408254 Val_MSE: 13.869584 | Loss: 10.627308
2025-12-05 16:56:15,455 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [161/1000] Train_MSE: 11.446881 Val_MSE: 13.614908 | Loss: 11.003539
2025-12-05 16:56:15,588 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [162/1000] Train_MSE: 13.580625 Val_MSE: 15.526443 | Loss: 11.441385
2025-12-05 16:56:15,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [163/1000] Train_MSE: 10.573056 Val_MSE: 13.035755 | Loss: 10.778329
2025-12-05 16:56:15,858 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [164/1000] Train_MSE: 13.115823 Val_MSE: 15.267327 | Loss: 12.534334
2025-12-05 16:56:15,991 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [165/1000] Train_MSE: 10.321334 Val_MSE: 12.620976 | Loss: 11.620411
2025-12-05 16:56:16,128 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [166/1000] Train_MSE: 10.814241 Val_MSE: 12.971950 | Loss: 10.716147
2025-12-05 16:56:16,260 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [167/1000] Train_MSE: 12.245088 Val_MSE: 14.901763 | Loss: 12.327526
2025-12-05 16:56:16,406 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [168/1000] Train_MSE: 10.363167 Val_MSE: 12.671481 | Loss: 11.250704
2025-12-05 16:56:16,561 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [169/1000] Train_MSE: 11.205399 Val_MSE: 13.387087 | Loss: 10.606477
2025-12-05 16:56:16,711 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [170/1000] Train_MSE: 10.713406 Val_MSE: 12.896096 | Loss: 10.765297
2025-12-05 16:56:16,858 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [171/1000] Train_MSE: 12.154247 Val_MSE: 15.605403 | Loss: 10.779572
2025-12-05 16:56:17,002 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [172/1000] Train_MSE: 16.101958 Val_MSE: 18.617821 | Loss: 10.239200
2025-12-05 16:56:17,138 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [173/1000] Train_MSE: 11.079325 Val_MSE: 13.321320 | Loss: 11.391642
2025-12-05 16:56:17,269 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [174/1000] Train_MSE: 10.902995 Val_MSE: 12.728381 | Loss: 9.934498
2025-12-05 16:56:17,402 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [175/1000] Train_MSE: 10.554300 Val_MSE: 13.020616 | Loss: 10.844232
2025-12-05 16:56:17,538 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [176/1000] Train_MSE: 12.928245 Val_MSE: 15.501341 | Loss: 10.846074
2025-12-05 16:56:17,671 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [177/1000] Train_MSE: 10.773663 Val_MSE: 13.333536 | Loss: 11.139532
2025-12-05 16:56:17,805 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [178/1000] Train_MSE: 10.694842 Val_MSE: 13.677032 | Loss: 11.008936
2025-12-05 16:56:17,939 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [179/1000] Train_MSE: 13.974867 Val_MSE: 16.549986 | Loss: 11.363659
2025-12-05 16:56:18,073 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [180/1000] Train_MSE: 13.583684 Val_MSE: 16.104651 | Loss: 10.233907
2025-12-05 16:56:18,210 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [181/1000] Train_MSE: 10.538058 Val_MSE: 13.165934 | Loss: 10.793061
2025-12-05 16:56:18,344 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [182/1000] Train_MSE: 11.497845 Val_MSE: 14.123950 | Loss: 11.362846
2025-12-05 16:56:18,478 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [183/1000] Train_MSE: 10.867316 Val_MSE: 13.214327 | Loss: 10.207109
2025-12-05 16:56:18,611 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [184/1000] Train_MSE: 12.470662 Val_MSE: 14.961169 | Loss: 11.238775
2025-12-05 16:56:18,744 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [185/1000] Train_MSE: 11.831939 Val_MSE: 14.473602 | Loss: 11.588497
2025-12-05 16:56:18,878 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [186/1000] Train_MSE: 13.037022 Val_MSE: 15.115745 | Loss: 11.847325
2025-12-05 16:56:19,011 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [187/1000] Train_MSE: 11.959007 Val_MSE: 14.345152 | Loss: 10.158882
2025-12-05 16:56:19,146 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [188/1000] Train_MSE: 15.104998 Val_MSE: 18.125749 | Loss: 11.160222
2025-12-05 16:56:19,279 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [189/1000] Train_MSE: 14.297125 Val_MSE: 16.025015 | Loss: 11.679642
2025-12-05 16:56:19,406 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [190/1000] Train_MSE: 10.186940 Val_MSE: 12.702429 | Loss: 11.118788
2025-12-05 16:56:19,529 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [191/1000] Train_MSE: 9.934620 Val_MSE: 12.670940 | Loss: 10.312175
2025-12-05 16:56:19,665 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [192/1000] Train_MSE: 10.625878 Val_MSE: 12.785939 | Loss: 10.756138
2025-12-05 16:56:19,797 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [193/1000] Train_MSE: 15.254910 Val_MSE: 17.928705 | Loss: 10.693367
2025-12-05 16:56:19,939 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [194/1000] Train_MSE: 9.748424 Val_MSE: 11.958357 | Loss: 11.398184
2025-12-05 16:56:20,078 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [195/1000] Train_MSE: 13.235475 Val_MSE: 15.429582 | Loss: 11.599785
2025-12-05 16:56:20,242 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [196/1000] Train_MSE: 10.022768 Val_MSE: 12.918792 | Loss: 11.431047
2025-12-05 16:56:20,410 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [197/1000] Train_MSE: 10.638550 Val_MSE: 12.548411 | Loss: 11.722688
2025-12-05 16:56:20,548 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [198/1000] Train_MSE: 10.811545 Val_MSE: 12.896594 | Loss: 10.090553
2025-12-05 16:56:20,696 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [199/1000] Train_MSE: 15.453971 Val_MSE: 17.928098 | Loss: 11.223988
2025-12-05 16:56:20,832 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [200/1000] Train_MSE: 9.868563 Val_MSE: 12.989556 | Loss: 11.074660
2025-12-05 16:56:20,974 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [201/1000] Train_MSE: 9.335400 Val_MSE: 12.033944 | Loss: 11.457196
2025-12-05 16:56:21,115 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [202/1000] Train_MSE: 13.111351 Val_MSE: 15.728215 | Loss: 11.294908
2025-12-05 16:56:21,259 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [203/1000] Train_MSE: 11.740604 Val_MSE: 14.074164 | Loss: 10.271795
2025-12-05 16:56:21,408 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [204/1000] Train_MSE: 9.836856 Val_MSE: 11.935481 | Loss: 11.154284
2025-12-05 16:56:21,411 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 204 with val_mse 11.935481
2025-12-05 16:56:21,558 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [205/1000] Train_MSE: 12.610591 Val_MSE: 14.809103 | Loss: 11.210186
2025-12-05 16:56:21,706 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [206/1000] Train_MSE: 11.755954 Val_MSE: 14.188355 | Loss: 10.495281
2025-12-05 16:56:21,852 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [207/1000] Train_MSE: 10.677990 Val_MSE: 13.030709 | Loss: 12.366027
2025-12-05 16:56:22,008 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [208/1000] Train_MSE: 9.491725 Val_MSE: 11.969494 | Loss: 11.328114
