2025-12-05 20:15:47,130 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: exp
2025-12-05 20:15:47,130 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------------+
| Parameter  | Value              |
+------------+--------------------+
| cuda       | 3                  |
+------------+--------------------+
| datadir    | data/Lipophilicity |
+------------+--------------------+
| epoch      | 1000               |
+------------+--------------------+
| seed       | [42]               |
+------------+--------------------+
| channels   | 64                 |
+------------+--------------------+
| pretrain   | 0                  |
+------------+--------------------+
| batch_size | 32                 |
+------------+--------------------+
| net_lr     | 0.001              |
+------------+--------------------+
2025-12-05 20:15:47,131 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for exp with seed 42 ---
2025-12-05 20:16:39,975 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 95 with val_mse 0.885577
2025-12-05 20:16:40,514 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [96/1000] Train_MSE: 0.782427 Val_MSE: 0.915118 | Loss: 0.795249
2025-12-05 20:16:41,061 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [97/1000] Train_MSE: 0.763249 Val_MSE: 0.912131 | Loss: 0.822374
2025-12-05 20:16:41,604 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [98/1000] Train_MSE: 1.125691 Val_MSE: 1.225451 | Loss: 0.803085
2025-12-05 20:16:42,144 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [99/1000] Train_MSE: 0.747354 Val_MSE: 0.900362 | Loss: 0.800743
2025-12-05 20:16:42,693 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [100/1000] Train_MSE: 0.930742 Val_MSE: 1.040909 | Loss: 0.795342
2025-12-05 20:16:43,235 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [101/1000] Train_MSE: 0.881207 Val_MSE: 1.005725 | Loss: 0.785127
2025-12-05 20:16:43,799 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [102/1000] Train_MSE: 0.881920 Val_MSE: 1.016819 | Loss: 0.803427
2025-12-05 20:16:44,344 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [103/1000] Train_MSE: 0.883321 Val_MSE: 1.006942 | Loss: 0.777454
2025-12-05 20:16:44,876 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [104/1000] Train_MSE: 0.723159 Val_MSE: 0.902464 | Loss: 0.783835
2025-12-05 20:16:45,410 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [105/1000] Train_MSE: 0.723317 Val_MSE: 0.892710 | Loss: 0.780616
2025-12-05 20:16:45,948 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [106/1000] Train_MSE: 0.775470 Val_MSE: 0.934315 | Loss: 0.791151
2025-12-05 20:16:46,489 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [107/1000] Train_MSE: 0.731745 Val_MSE: 0.878857 | Loss: 0.779420
2025-12-05 20:16:46,492 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 107 with val_mse 0.878857
2025-12-05 20:16:47,034 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [108/1000] Train_MSE: 0.707741 Val_MSE: 0.872502 | Loss: 0.799326
2025-12-05 20:16:47,036 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 108 with val_mse 0.872502
2025-12-05 20:16:47,584 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [109/1000] Train_MSE: 1.232017 Val_MSE: 1.339996 | Loss: 0.794700
2025-12-05 20:16:48,123 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [110/1000] Train_MSE: 0.818931 Val_MSE: 1.023054 | Loss: 0.788064
2025-12-05 20:16:48,665 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [111/1000] Train_MSE: 0.776190 Val_MSE: 0.928861 | Loss: 0.767932
2025-12-05 20:16:49,207 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [112/1000] Train_MSE: 0.758725 Val_MSE: 0.912056 | Loss: 0.806053
2025-12-05 20:16:49,746 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [113/1000] Train_MSE: 0.743127 Val_MSE: 0.930924 | Loss: 0.784376
2025-12-05 20:16:50,297 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [114/1000] Train_MSE: 0.751909 Val_MSE: 0.937086 | Loss: 0.795358
2025-12-05 20:16:50,848 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [115/1000] Train_MSE: 0.747899 Val_MSE: 0.881754 | Loss: 0.778054
2025-12-05 20:16:51,386 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [116/1000] Train_MSE: 0.692988 Val_MSE: 0.880042 | Loss: 0.766060
2025-12-05 20:16:51,931 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [117/1000] Train_MSE: 0.772714 Val_MSE: 0.954396 | Loss: 0.777339
2025-12-05 20:16:52,470 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [118/1000] Train_MSE: 0.741232 Val_MSE: 0.912339 | Loss: 0.766039
2025-12-05 20:16:53,005 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [119/1000] Train_MSE: 0.696134 Val_MSE: 0.870205 | Loss: 0.767347
2025-12-05 20:16:53,008 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 119 with val_mse 0.870205
2025-12-05 20:16:53,561 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [120/1000] Train_MSE: 0.955924 Val_MSE: 1.110588 | Loss: 0.773145
2025-12-05 20:16:54,115 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [121/1000] Train_MSE: 0.744068 Val_MSE: 0.947754 | Loss: 0.766146
2025-12-05 20:16:54,666 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [122/1000] Train_MSE: 0.737999 Val_MSE: 0.901909 | Loss: 0.786239
2025-12-05 20:16:55,216 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [123/1000] Train_MSE: 0.723788 Val_MSE: 0.886471 | Loss: 0.767286
2025-12-05 20:16:55,783 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [124/1000] Train_MSE: 0.801805 Val_MSE: 0.938794 | Loss: 0.763691
2025-12-05 20:16:56,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [125/1000] Train_MSE: 0.697260 Val_MSE: 0.888059 | Loss: 0.755819
2025-12-05 20:16:56,880 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [126/1000] Train_MSE: 0.704360 Val_MSE: 0.877900 | Loss: 0.743942
2025-12-05 20:16:57,421 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [127/1000] Train_MSE: 0.703871 Val_MSE: 0.861957 | Loss: 0.766582
2025-12-05 20:16:57,423 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 127 with val_mse 0.861957
2025-12-05 20:16:57,969 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [128/1000] Train_MSE: 0.752759 Val_MSE: 0.888759 | Loss: 0.760543
2025-12-05 20:16:58,505 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [129/1000] Train_MSE: 0.690821 Val_MSE: 0.859826 | Loss: 0.784613
2025-12-05 20:16:58,507 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 129 with val_mse 0.859826
2025-12-05 20:16:59,064 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [130/1000] Train_MSE: 0.888303 Val_MSE: 1.066758 | Loss: 0.759349
2025-12-05 20:16:59,616 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [131/1000] Train_MSE: 0.730277 Val_MSE: 0.893804 | Loss: 0.732474
2025-12-05 20:17:00,158 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [132/1000] Train_MSE: 0.770947 Val_MSE: 0.922973 | Loss: 0.760455
2025-12-05 20:17:00,699 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [133/1000] Train_MSE: 0.690267 Val_MSE: 0.864860 | Loss: 0.734873
2025-12-05 20:17:01,245 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [134/1000] Train_MSE: 0.737303 Val_MSE: 0.881180 | Loss: 0.756315
2025-12-05 20:17:01,783 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [135/1000] Train_MSE: 0.776028 Val_MSE: 0.943563 | Loss: 0.757486
2025-12-05 20:17:02,330 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [136/1000] Train_MSE: 0.714378 Val_MSE: 0.854176 | Loss: 0.758929
2025-12-05 20:17:02,333 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 136 with val_mse 0.854176
2025-12-05 20:17:02,876 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [137/1000] Train_MSE: 0.700836 Val_MSE: 0.901462 | Loss: 0.742035
2025-12-05 20:17:03,410 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [138/1000] Train_MSE: 0.738635 Val_MSE: 0.928610 | Loss: 0.746363
2025-12-05 20:17:03,950 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [139/1000] Train_MSE: 0.700065 Val_MSE: 0.865976 | Loss: 0.768044
2025-12-05 20:17:04,490 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [140/1000] Train_MSE: 0.669627 Val_MSE: 0.858587 | Loss: 0.718118
2025-12-05 20:17:05,032 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [141/1000] Train_MSE: 0.793739 Val_MSE: 0.933207 | Loss: 0.731975
2025-12-05 20:17:05,579 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [142/1000] Train_MSE: 0.758461 Val_MSE: 0.957624 | Loss: 0.720846
2025-12-05 20:17:06,117 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [143/1000] Train_MSE: 0.821349 Val_MSE: 0.976745 | Loss: 0.720483
2025-12-05 20:17:06,668 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [144/1000] Train_MSE: 0.900304 Val_MSE: 1.094473 | Loss: 0.737583
2025-12-05 20:17:07,215 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [145/1000] Train_MSE: 0.784987 Val_MSE: 0.938397 | Loss: 0.740587
2025-12-05 20:17:07,757 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [146/1000] Train_MSE: 0.674599 Val_MSE: 0.857087 | Loss: 0.747506
2025-12-05 20:17:08,295 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [147/1000] Train_MSE: 0.707552 Val_MSE: 0.866637 | Loss: 0.729678
2025-12-05 20:17:08,838 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [148/1000] Train_MSE: 0.721705 Val_MSE: 0.911638 | Loss: 0.750677
2025-12-05 20:17:09,379 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [149/1000] Train_MSE: 0.663592 Val_MSE: 0.845047 | Loss: 0.728049
2025-12-05 20:17:09,381 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 149 with val_mse 0.845047
2025-12-05 20:17:09,941 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [150/1000] Train_MSE: 0.684294 Val_MSE: 0.884325 | Loss: 0.710459
2025-12-05 20:17:10,507 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [151/1000] Train_MSE: 0.673357 Val_MSE: 0.876633 | Loss: 0.731950
2025-12-05 20:17:11,060 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [152/1000] Train_MSE: 0.702789 Val_MSE: 0.852251 | Loss: 0.743550
2025-12-05 20:17:11,628 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [153/1000] Train_MSE: 0.696664 Val_MSE: 0.867453 | Loss: 0.727455
2025-12-05 20:17:12,175 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [154/1000] Train_MSE: 0.638131 Val_MSE: 0.829044 | Loss: 0.727750
2025-12-05 20:17:12,178 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 154 with val_mse 0.829044
2025-12-05 20:17:12,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [155/1000] Train_MSE: 0.654718 Val_MSE: 0.854707 | Loss: 0.726082
2025-12-05 20:17:13,274 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [156/1000] Train_MSE: 0.677626 Val_MSE: 0.832921 | Loss: 0.709976
2025-12-05 20:17:13,807 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [157/1000] Train_MSE: 0.638960 Val_MSE: 0.814909 | Loss: 0.721935
2025-12-05 20:17:13,810 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 157 with val_mse 0.814909
2025-12-05 20:17:14,342 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [158/1000] Train_MSE: 0.631461 Val_MSE: 0.805946 | Loss: 0.708924
2025-12-05 20:17:14,344 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 158 with val_mse 0.805946
2025-12-05 20:17:14,885 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [159/1000] Train_MSE: 0.650900 Val_MSE: 0.843700 | Loss: 0.737348
2025-12-05 20:17:15,428 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [160/1000] Train_MSE: 0.681372 Val_MSE: 0.871940 | Loss: 0.707003
2025-12-05 20:17:15,969 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [161/1000] Train_MSE: 0.665088 Val_MSE: 0.846362 | Loss: 0.714126
2025-12-05 20:17:16,506 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [162/1000] Train_MSE: 0.660595 Val_MSE: 0.878638 | Loss: 0.719050
2025-12-05 20:17:17,049 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [163/1000] Train_MSE: 0.636694 Val_MSE: 0.833428 | Loss: 0.697685
2025-12-05 20:17:17,604 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [164/1000] Train_MSE: 0.672486 Val_MSE: 0.904610 | Loss: 0.711765
2025-12-05 20:17:18,152 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [165/1000] Train_MSE: 0.660690 Val_MSE: 0.887717 | Loss: 0.705759
2025-12-05 20:17:18,684 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [166/1000] Train_MSE: 0.671372 Val_MSE: 0.879028 | Loss: 0.705950
2025-12-05 20:17:19,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [167/1000] Train_MSE: 0.705840 Val_MSE: 0.916519 | Loss: 0.711217
2025-12-05 20:17:19,777 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [168/1000] Train_MSE: 0.653510 Val_MSE: 0.842324 | Loss: 0.690116
2025-12-05 20:17:20,331 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [169/1000] Train_MSE: 0.739573 Val_MSE: 0.953293 | Loss: 0.711135
2025-12-05 20:17:20,886 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [170/1000] Train_MSE: 0.634859 Val_MSE: 0.823168 | Loss: 0.696743
2025-12-05 20:17:21,437 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [171/1000] Train_MSE: 0.623115 Val_MSE: 0.835303 | Loss: 0.686478
2025-12-05 20:17:21,986 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [172/1000] Train_MSE: 0.691675 Val_MSE: 0.885350 | Loss: 0.677996
2025-12-05 20:17:22,538 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [173/1000] Train_MSE: 0.642940 Val_MSE: 0.825408 | Loss: 0.686676
2025-12-05 20:17:23,078 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [174/1000] Train_MSE: 0.662044 Val_MSE: 0.890176 | Loss: 0.696275
2025-12-05 20:17:23,621 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [175/1000] Train_MSE: 0.698812 Val_MSE: 0.902963 | Loss: 0.691527
2025-12-05 20:17:24,161 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [176/1000] Train_MSE: 0.709743 Val_MSE: 0.917367 | Loss: 0.687090
2025-12-05 20:17:24,709 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [177/1000] Train_MSE: 0.715747 Val_MSE: 0.943701 | Loss: 0.663443
2025-12-05 20:17:25,249 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [178/1000] Train_MSE: 0.931528 Val_MSE: 1.176472 | Loss: 0.709079
2025-12-05 20:17:25,801 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [179/1000] Train_MSE: 0.661310 Val_MSE: 0.865973 | Loss: 0.696947
2025-12-05 20:17:26,340 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [180/1000] Train_MSE: 0.658091 Val_MSE: 0.885772 | Loss: 0.701143
2025-12-05 20:17:26,886 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [181/1000] Train_MSE: 0.918647 Val_MSE: 1.043678 | Loss: 0.678669
2025-12-05 20:17:27,431 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [182/1000] Train_MSE: 0.634715 Val_MSE: 0.841746 | Loss: 0.677905
2025-12-05 20:17:27,968 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [183/1000] Train_MSE: 0.646921 Val_MSE: 0.861136 | Loss: 0.686197
2025-12-05 20:17:28,506 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [184/1000] Train_MSE: 0.704686 Val_MSE: 0.865179 | Loss: 0.686118
2025-12-05 20:17:29,054 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [185/1000] Train_MSE: 0.798541 Val_MSE: 1.052608 | Loss: 0.665325
2025-12-05 20:17:29,616 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [186/1000] Train_MSE: 0.591236 Val_MSE: 0.814312 | Loss: 0.682426
2025-12-05 20:17:30,156 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [187/1000] Train_MSE: 0.637812 Val_MSE: 0.833028 | Loss: 0.685600
2025-12-05 20:17:30,697 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [188/1000] Train_MSE: 0.613598 Val_MSE: 0.838746 | Loss: 0.683077
2025-12-05 20:17:31,234 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [189/1000] Train_MSE: 0.628565 Val_MSE: 0.824780 | Loss: 0.670142
2025-12-05 20:17:31,776 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [190/1000] Train_MSE: 0.593600 Val_MSE: 0.807008 | Loss: 0.668540
2025-12-05 20:17:32,315 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [191/1000] Train_MSE: 0.676581 Val_MSE: 0.876628 | Loss: 0.677752
2025-12-05 20:17:32,853 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [192/1000] Train_MSE: 0.599754 Val_MSE: 0.792824 | Loss: 0.673481
2025-12-05 20:17:32,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 192 with val_mse 0.792824
2025-12-05 20:17:33,395 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [193/1000] Train_MSE: 0.606629 Val_MSE: 0.824549 | Loss: 0.667151
2025-12-05 20:17:33,947 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [194/1000] Train_MSE: 0.745213 Val_MSE: 0.904063 | Loss: 0.679423
2025-12-05 20:17:34,500 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [195/1000] Train_MSE: 0.601654 Val_MSE: 0.829598 | Loss: 0.654240
2025-12-05 20:17:35,051 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [196/1000] Train_MSE: 0.600458 Val_MSE: 0.808713 | Loss: 0.675954
2025-12-05 20:17:35,599 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [197/1000] Train_MSE: 0.575605 Val_MSE: 0.814499 | Loss: 0.645425
2025-12-05 20:17:36,160 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [198/1000] Train_MSE: 0.728055 Val_MSE: 0.908161 | Loss: 0.665385
2025-12-05 20:17:36,698 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [199/1000] Train_MSE: 0.614404 Val_MSE: 0.837121 | Loss: 0.662545
2025-12-05 20:17:37,235 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [200/1000] Train_MSE: 0.671391 Val_MSE: 0.874478 | Loss: 0.671677
2025-12-05 20:17:37,777 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [201/1000] Train_MSE: 0.627395 Val_MSE: 0.842454 | Loss: 0.686972
2025-12-05 20:17:38,332 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [202/1000] Train_MSE: 0.603354 Val_MSE: 0.820980 | Loss: 0.656383
2025-12-05 20:17:38,871 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [203/1000] Train_MSE: 0.589392 Val_MSE: 0.814471 | Loss: 0.663790
2025-12-05 20:17:39,409 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [204/1000] Train_MSE: 0.597443 Val_MSE: 0.847835 | Loss: 0.637434
