2025-12-05 16:56:37,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: Tg
2025-12-05 16:56:37,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:56:37,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for Tg with seed 42 ---
2025-12-05 16:56:49,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [99/1000] Train_MSE: 10938.246401 Val_MSE: 12571.948658 | Loss: 7985.056348
2025-12-05 16:56:50,002 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [100/1000] Train_MSE: 15503.935701 Val_MSE: 17545.364287 | Loss: 7430.036572
2025-12-05 16:56:50,124 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [101/1000] Train_MSE: 8806.316393 Val_MSE: 11520.945719 | Loss: 7423.677393
2025-12-05 16:56:50,277 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [102/1000] Train_MSE: 7767.300322 Val_MSE: 11237.741549 | Loss: 7020.993604
2025-12-05 16:56:50,398 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [103/1000] Train_MSE: 8823.599894 Val_MSE: 11213.204691 | Loss: 7478.332666
2025-12-05 16:56:50,524 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [104/1000] Train_MSE: 8620.822032 Val_MSE: 11127.416151 | Loss: 7194.965918
2025-12-05 16:56:50,669 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [105/1000] Train_MSE: 11811.273783 Val_MSE: 13908.751731 | Loss: 7678.491650
2025-12-05 16:56:50,789 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [106/1000] Train_MSE: 8652.614914 Val_MSE: 11498.436997 | Loss: 7687.898779
2025-12-05 16:56:50,908 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [107/1000] Train_MSE: 9530.420218 Val_MSE: 13268.639735 | Loss: 7215.520410
2025-12-05 16:56:51,025 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [108/1000] Train_MSE: 8395.228685 Val_MSE: 11012.661510 | Loss: 7865.095166
2025-12-05 16:56:51,161 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [109/1000] Train_MSE: 8632.654659 Val_MSE: 10997.240766 | Loss: 7327.918311
2025-12-05 16:56:51,278 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [110/1000] Train_MSE: 9722.306122 Val_MSE: 11942.218624 | Loss: 7263.597900
2025-12-05 16:56:51,396 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [111/1000] Train_MSE: 15514.616163 Val_MSE: 17760.805722 | Loss: 7860.215967
2025-12-05 16:56:51,518 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [112/1000] Train_MSE: 17522.180863 Val_MSE: 19728.664991 | Loss: 7541.496729
2025-12-05 16:56:51,635 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [113/1000] Train_MSE: 11980.745405 Val_MSE: 14391.294777 | Loss: 7293.719629
2025-12-05 16:56:51,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [114/1000] Train_MSE: 9239.682318 Val_MSE: 11904.436475 | Loss: 7132.762109
2025-12-05 16:56:51,879 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [115/1000] Train_MSE: 9370.553554 Val_MSE: 12564.403388 | Loss: 7267.551025
2025-12-05 16:56:51,998 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [116/1000] Train_MSE: 10299.855472 Val_MSE: 13240.647732 | Loss: 7212.407861
2025-12-05 16:56:52,125 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [117/1000] Train_MSE: 26345.265734 Val_MSE: 28816.303624 | Loss: 7435.488623
2025-12-05 16:56:52,248 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [118/1000] Train_MSE: 9807.987615 Val_MSE: 11992.336411 | Loss: 6917.286377
2025-12-05 16:56:52,369 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [119/1000] Train_MSE: 8660.367322 Val_MSE: 11456.125058 | Loss: 6978.580176
2025-12-05 16:56:52,497 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [120/1000] Train_MSE: 7903.576439 Val_MSE: 11741.261081 | Loss: 7739.433008
2025-12-05 16:56:52,611 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [121/1000] Train_MSE: 8558.720340 Val_MSE: 11543.460696 | Loss: 6974.337622
2025-12-05 16:56:52,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [122/1000] Train_MSE: 14700.595184 Val_MSE: 17199.294641 | Loss: 7396.870166
2025-12-05 16:56:52,847 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [123/1000] Train_MSE: 18033.408789 Val_MSE: 19776.643980 | Loss: 7543.897168
2025-12-05 16:56:52,963 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [124/1000] Train_MSE: 9070.336860 Val_MSE: 11534.562896 | Loss: 7146.911865
2025-12-05 16:56:53,078 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [125/1000] Train_MSE: 7960.704233 Val_MSE: 10205.293520 | Loss: 6629.319287
2025-12-05 16:56:53,080 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 125 with val_mse 10205.293520
2025-12-05 16:56:53,208 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [126/1000] Train_MSE: 9303.600235 Val_MSE: 11537.352259 | Loss: 7226.055713
2025-12-05 16:56:53,331 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [127/1000] Train_MSE: 8297.086061 Val_MSE: 11435.694230 | Loss: 6491.235059
2025-12-05 16:56:53,449 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [128/1000] Train_MSE: 9928.809013 Val_MSE: 12637.398882 | Loss: 6693.272998
2025-12-05 16:56:53,565 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [129/1000] Train_MSE: 10933.997871 Val_MSE: 12679.503249 | Loss: 6674.407031
2025-12-05 16:56:53,678 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [130/1000] Train_MSE: 10872.908728 Val_MSE: 14070.713161 | Loss: 7208.605493
2025-12-05 16:56:53,787 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [131/1000] Train_MSE: 12955.943971 Val_MSE: 15988.189115 | Loss: 7252.445410
2025-12-05 16:56:53,903 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [132/1000] Train_MSE: 18055.509401 Val_MSE: 20138.032285 | Loss: 6324.303638
2025-12-05 16:56:54,019 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [133/1000] Train_MSE: 13760.832412 Val_MSE: 15880.813757 | Loss: 6765.449707
2025-12-05 16:56:54,147 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [134/1000] Train_MSE: 11009.725620 Val_MSE: 13599.439182 | Loss: 6710.149902
2025-12-05 16:56:54,276 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [135/1000] Train_MSE: 20531.234273 Val_MSE: 22529.459526 | Loss: 6551.400513
2025-12-05 16:56:54,397 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [136/1000] Train_MSE: 34032.490523 Val_MSE: 35918.461692 | Loss: 6546.040820
2025-12-05 16:56:54,514 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [137/1000] Train_MSE: 9080.486117 Val_MSE: 12051.195390 | Loss: 6765.593652
2025-12-05 16:56:54,630 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [138/1000] Train_MSE: 12939.438236 Val_MSE: 14991.984056 | Loss: 7363.229736
2025-12-05 16:56:54,737 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [139/1000] Train_MSE: 9688.914732 Val_MSE: 12206.025661 | Loss: 7148.934229
2025-12-05 16:56:54,848 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [140/1000] Train_MSE: 9980.088236 Val_MSE: 12913.417186 | Loss: 6563.943506
2025-12-05 16:56:54,968 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [141/1000] Train_MSE: 16390.668952 Val_MSE: 19136.853342 | Loss: 6978.242285
2025-12-05 16:56:55,085 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [142/1000] Train_MSE: 29555.310252 Val_MSE: 32143.684696 | Loss: 6608.030469
2025-12-05 16:56:55,201 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [143/1000] Train_MSE: 20852.817674 Val_MSE: 22925.440613 | Loss: 8319.047705
2025-12-05 16:56:55,311 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [144/1000] Train_MSE: 12338.671500 Val_MSE: 14276.670502 | Loss: 7536.670605
2025-12-05 16:56:55,430 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [145/1000] Train_MSE: 8413.454038 Val_MSE: 10930.387057 | Loss: 6884.898730
2025-12-05 16:56:55,549 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [146/1000] Train_MSE: 8584.325317 Val_MSE: 10877.905012 | Loss: 6633.498340
2025-12-05 16:56:55,670 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [147/1000] Train_MSE: 10689.712740 Val_MSE: 12883.633296 | Loss: 7141.073193
2025-12-05 16:56:55,780 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [148/1000] Train_MSE: 13192.292399 Val_MSE: 15778.271301 | Loss: 6514.525928
2025-12-05 16:56:55,899 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [149/1000] Train_MSE: 8419.359016 Val_MSE: 11486.405738 | Loss: 7062.643555
2025-12-05 16:56:56,021 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [150/1000] Train_MSE: 10268.068111 Val_MSE: 12873.758064 | Loss: 7602.942187
2025-12-05 16:56:56,139 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [151/1000] Train_MSE: 8601.102766 Val_MSE: 11803.600093 | Loss: 6851.688232
2025-12-05 16:56:56,254 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [152/1000] Train_MSE: 7750.297602 Val_MSE: 11210.544632 | Loss: 6971.512354
2025-12-05 16:56:56,369 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [153/1000] Train_MSE: 9426.527366 Val_MSE: 11985.775787 | Loss: 6281.391187
2025-12-05 16:56:56,505 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [154/1000] Train_MSE: 11279.530139 Val_MSE: 13788.768071 | Loss: 6474.210962
2025-12-05 16:56:56,632 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [155/1000] Train_MSE: 10011.086880 Val_MSE: 13348.645421 | Loss: 6546.540015
2025-12-05 16:56:56,749 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [156/1000] Train_MSE: 14672.435643 Val_MSE: 17704.378249 | Loss: 7129.793896
2025-12-05 16:56:56,869 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [157/1000] Train_MSE: 11644.502217 Val_MSE: 13959.300037 | Loss: 6547.795947
2025-12-05 16:56:56,988 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [158/1000] Train_MSE: 8235.159119 Val_MSE: 11284.333153 | Loss: 6889.814502
2025-12-05 16:56:57,105 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [159/1000] Train_MSE: 22806.052299 Val_MSE: 24591.880434 | Loss: 6539.012354
2025-12-05 16:56:57,232 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [160/1000] Train_MSE: 12927.512967 Val_MSE: 15018.568408 | Loss: 6909.475244
2025-12-05 16:56:57,349 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [161/1000] Train_MSE: 8628.091046 Val_MSE: 11913.103980 | Loss: 6324.320898
2025-12-05 16:56:57,462 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [162/1000] Train_MSE: 10955.541690 Val_MSE: 13378.420115 | Loss: 6382.102563
2025-12-05 16:56:57,575 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [163/1000] Train_MSE: 22504.500807 Val_MSE: 24229.523147 | Loss: 6973.474756
2025-12-05 16:56:57,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [164/1000] Train_MSE: 27039.150128 Val_MSE: 28542.470645 | Loss: 6840.430518
2025-12-05 16:56:57,846 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [165/1000] Train_MSE: 13258.792015 Val_MSE: 15694.559319 | Loss: 6501.937598
2025-12-05 16:56:57,965 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [166/1000] Train_MSE: 14576.431570 Val_MSE: 16993.713422 | Loss: 6548.597119
2025-12-05 16:56:58,084 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [167/1000] Train_MSE: 12259.050813 Val_MSE: 14519.963790 | Loss: 6616.216357
2025-12-05 16:56:58,225 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [168/1000] Train_MSE: 12667.461594 Val_MSE: 14630.623898 | Loss: 6999.601416
2025-12-05 16:56:58,345 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [169/1000] Train_MSE: 14889.745690 Val_MSE: 18055.948803 | Loss: 6047.975024
2025-12-05 16:56:58,470 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [170/1000] Train_MSE: 10746.474558 Val_MSE: 13584.847511 | Loss: 6457.352539
2025-12-05 16:56:58,595 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [171/1000] Train_MSE: 7807.558791 Val_MSE: 11245.520711 | Loss: 6670.461499
2025-12-05 16:56:58,718 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [172/1000] Train_MSE: 8403.933344 Val_MSE: 11189.575833 | Loss: 6480.634546
2025-12-05 16:56:58,838 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [173/1000] Train_MSE: 8277.500110 Val_MSE: 11481.164227 | Loss: 6899.959619
2025-12-05 16:56:58,961 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [174/1000] Train_MSE: 8999.005376 Val_MSE: 11871.817015 | Loss: 6110.710205
2025-12-05 16:56:59,077 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [175/1000] Train_MSE: 8676.278921 Val_MSE: 11628.112459 | Loss: 6864.580127
2025-12-05 16:56:59,193 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [176/1000] Train_MSE: 14191.119807 Val_MSE: 16882.095732 | Loss: 6575.975317
2025-12-05 16:56:59,324 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [177/1000] Train_MSE: 14693.586888 Val_MSE: 17236.165851 | Loss: 6395.770508
2025-12-05 16:56:59,459 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [178/1000] Train_MSE: 10987.794893 Val_MSE: 13635.849880 | Loss: 6567.836865
2025-12-05 16:56:59,592 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [179/1000] Train_MSE: 18066.739841 Val_MSE: 20095.670048 | Loss: 6127.628076
2025-12-05 16:56:59,726 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [180/1000] Train_MSE: 13042.029463 Val_MSE: 15690.374623 | Loss: 6475.445898
2025-12-05 16:56:59,846 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [181/1000] Train_MSE: 8548.813566 Val_MSE: 11538.412042 | Loss: 6245.769678
2025-12-05 16:56:59,971 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [182/1000] Train_MSE: 11340.974200 Val_MSE: 14047.369701 | Loss: 6401.385913
2025-12-05 16:57:00,081 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [183/1000] Train_MSE: 28901.287093 Val_MSE: 30170.473700 | Loss: 6916.872754
2025-12-05 16:57:00,192 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [184/1000] Train_MSE: 21099.243680 Val_MSE: 23130.350402 | Loss: 7604.252686
2025-12-05 16:57:00,315 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [185/1000] Train_MSE: 10386.191650 Val_MSE: 13802.622747 | Loss: 6253.835669
2025-12-05 16:57:00,436 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [186/1000] Train_MSE: 12823.377036 Val_MSE: 15492.584178 | Loss: 6327.853662
2025-12-05 16:57:00,543 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [187/1000] Train_MSE: 8166.867015 Val_MSE: 11645.159973 | Loss: 6590.426416
2025-12-05 16:57:00,666 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [188/1000] Train_MSE: 9345.444477 Val_MSE: 11805.501093 | Loss: 6932.400195
2025-12-05 16:57:00,800 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [189/1000] Train_MSE: 8254.503131 Val_MSE: 10814.281327 | Loss: 6537.133301
2025-12-05 16:57:00,939 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [190/1000] Train_MSE: 8131.369009 Val_MSE: 11242.340298 | Loss: 6623.607690
2025-12-05 16:57:01,083 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [191/1000] Train_MSE: 9546.000296 Val_MSE: 12101.522065 | Loss: 6341.412231
2025-12-05 16:57:01,204 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [192/1000] Train_MSE: 8655.729507 Val_MSE: 12136.887995 | Loss: 6459.468457
2025-12-05 16:57:01,328 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [193/1000] Train_MSE: 10178.030019 Val_MSE: 13991.568630 | Loss: 6319.471436
2025-12-05 16:57:01,455 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [194/1000] Train_MSE: 8024.084600 Val_MSE: 11183.171653 | Loss: 6718.656982
2025-12-05 16:57:01,578 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [195/1000] Train_MSE: 8716.571582 Val_MSE: 11463.129119 | Loss: 6188.470459
2025-12-05 16:57:01,691 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [196/1000] Train_MSE: 12558.909858 Val_MSE: 14813.302348 | Loss: 6495.936011
2025-12-05 16:57:01,810 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [197/1000] Train_MSE: 9531.826732 Val_MSE: 12337.465424 | Loss: 6012.478320
2025-12-05 16:57:01,924 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [198/1000] Train_MSE: 7960.741635 Val_MSE: 11398.739045 | Loss: 6268.342798
2025-12-05 16:57:02,035 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [199/1000] Train_MSE: 43926.125832 Val_MSE: 44754.585396 | Loss: 6521.600293
2025-12-05 16:57:02,162 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [200/1000] Train_MSE: 22741.629188 Val_MSE: 25097.686378 | Loss: 6455.347559
2025-12-05 16:57:02,286 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [201/1000] Train_MSE: 8866.036842 Val_MSE: 11430.002881 | Loss: 6522.044092
2025-12-05 16:57:02,420 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [202/1000] Train_MSE: 9391.633405 Val_MSE: 11723.941522 | Loss: 6714.300220
2025-12-05 16:57:02,570 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [203/1000] Train_MSE: 8556.207207 Val_MSE: 11169.831451 | Loss: 6927.884521
2025-12-05 16:57:02,690 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [204/1000] Train_MSE: 7491.881116 Val_MSE: 10781.911761 | Loss: 6370.804541
2025-12-05 16:57:02,812 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [205/1000] Train_MSE: 11051.806269 Val_MSE: 13605.246007 | Loss: 6508.166626
2025-12-05 16:57:02,939 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [206/1000] Train_MSE: 12980.848031 Val_MSE: 15816.834545 | Loss: 6651.044897
2025-12-05 16:57:03,075 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [207/1000] Train_MSE: 9382.669374 Val_MSE: 12104.576317 | Loss: 6756.823438
2025-12-05 16:57:03,187 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [208/1000] Train_MSE: 18557.360585 Val_MSE: 20813.093740 | Loss: 6629.483203
2025-12-05 16:57:03,306 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [209/1000] Train_MSE: 22460.294262 Val_MSE: 24892.616008 | Loss: 6974.895044
2025-12-05 16:57:03,433 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [210/1000] Train_MSE: 16181.220280 Val_MSE: 18469.368841 | Loss: 6976.783374
2025-12-05 16:57:03,546 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [211/1000] Train_MSE: 9058.267378 Val_MSE: 12524.425046 | Loss: 6125.207031
2025-12-05 16:57:03,663 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [212/1000] Train_MSE: 8325.476969 Val_MSE: 11964.273370 | Loss: 6396.852783
2025-12-05 16:57:03,794 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [213/1000] Train_MSE: 20417.207928 Val_MSE: 22658.662090 | Loss: 6463.488550
