2025-12-05 16:57:47,781 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: FFV
2025-12-05 16:57:47,782 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:47,782 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for FFV with seed 42 ---
2025-12-05 16:59:26,858 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [99/1000] Train_MSE: 0.000150 Val_MSE: 0.000190 | Loss: 0.000186
2025-12-05 16:59:27,869 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [100/1000] Train_MSE: 0.000127 Val_MSE: 0.000164 | Loss: 0.000167
2025-12-05 16:59:27,872 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 100 with val_mse 0.000164
2025-12-05 16:59:28,962 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [101/1000] Train_MSE: 0.000262 Val_MSE: 0.000313 | Loss: 0.000178
2025-12-05 16:59:29,964 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [102/1000] Train_MSE: 0.000194 Val_MSE: 0.000237 | Loss: 0.000183
2025-12-05 16:59:30,926 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [103/1000] Train_MSE: 0.000152 Val_MSE: 0.000207 | Loss: 0.000170
2025-12-05 16:59:31,906 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [104/1000] Train_MSE: 0.000158 Val_MSE: 0.000196 | Loss: 0.000162
2025-12-05 16:59:32,878 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [105/1000] Train_MSE: 0.000198 Val_MSE: 0.000228 | Loss: 0.000173
2025-12-05 16:59:33,866 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [106/1000] Train_MSE: 0.000282 Val_MSE: 0.000341 | Loss: 0.000184
2025-12-05 16:59:34,847 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [107/1000] Train_MSE: 0.000180 Val_MSE: 0.000231 | Loss: 0.000164
2025-12-05 16:59:35,836 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [108/1000] Train_MSE: 0.000211 Val_MSE: 0.000244 | Loss: 0.000160
2025-12-05 16:59:36,791 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [109/1000] Train_MSE: 0.000221 Val_MSE: 0.000279 | Loss: 0.000171
2025-12-05 16:59:37,766 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [110/1000] Train_MSE: 0.000208 Val_MSE: 0.000225 | Loss: 0.000174
2025-12-05 16:59:38,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [111/1000] Train_MSE: 0.000242 Val_MSE: 0.000315 | Loss: 0.000191
2025-12-05 16:59:39,756 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [112/1000] Train_MSE: 0.000216 Val_MSE: 0.000283 | Loss: 0.000196
2025-12-05 16:59:40,778 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [113/1000] Train_MSE: 0.000134 Val_MSE: 0.000183 | Loss: 0.000183
2025-12-05 16:59:41,739 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [114/1000] Train_MSE: 0.000128 Val_MSE: 0.000186 | Loss: 0.000170
2025-12-05 16:59:42,695 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [115/1000] Train_MSE: 0.000266 Val_MSE: 0.000291 | Loss: 0.000160
2025-12-05 16:59:43,678 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [116/1000] Train_MSE: 0.000148 Val_MSE: 0.000178 | Loss: 0.000163
2025-12-05 16:59:44,693 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [117/1000] Train_MSE: 0.000132 Val_MSE: 0.000189 | Loss: 0.000175
2025-12-05 16:59:45,656 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [118/1000] Train_MSE: 0.000160 Val_MSE: 0.000208 | Loss: 0.000181
2025-12-05 16:59:46,664 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [119/1000] Train_MSE: 0.000205 Val_MSE: 0.000235 | Loss: 0.000175
2025-12-05 16:59:47,803 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [120/1000] Train_MSE: 0.000128 Val_MSE: 0.000191 | Loss: 0.000162
2025-12-05 16:59:48,771 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [121/1000] Train_MSE: 0.000163 Val_MSE: 0.000200 | Loss: 0.000155
2025-12-05 16:59:49,826 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [122/1000] Train_MSE: 0.000224 Val_MSE: 0.000272 | Loss: 0.000160
2025-12-05 16:59:50,921 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [123/1000] Train_MSE: 0.000174 Val_MSE: 0.000202 | Loss: 0.000163
2025-12-05 16:59:51,908 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [124/1000] Train_MSE: 0.000132 Val_MSE: 0.000190 | Loss: 0.000171
2025-12-05 16:59:52,894 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [125/1000] Train_MSE: 0.000139 Val_MSE: 0.000192 | Loss: 0.000176
2025-12-05 16:59:53,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [126/1000] Train_MSE: 0.000184 Val_MSE: 0.000259 | Loss: 0.000196
2025-12-05 16:59:54,806 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [127/1000] Train_MSE: 0.000135 Val_MSE: 0.000207 | Loss: 0.000171
2025-12-05 16:59:55,823 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [128/1000] Train_MSE: 0.000144 Val_MSE: 0.000185 | Loss: 0.000153
2025-12-05 16:59:56,823 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [129/1000] Train_MSE: 0.000138 Val_MSE: 0.000185 | Loss: 0.000149
2025-12-05 16:59:57,866 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [130/1000] Train_MSE: 0.000176 Val_MSE: 0.000237 | Loss: 0.000152
2025-12-05 16:59:58,823 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [131/1000] Train_MSE: 0.000209 Val_MSE: 0.000268 | Loss: 0.000164
2025-12-05 16:59:59,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [132/1000] Train_MSE: 0.000119 Val_MSE: 0.000165 | Loss: 0.000196
2025-12-05 17:00:00,888 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [133/1000] Train_MSE: 0.000134 Val_MSE: 0.000169 | Loss: 0.000158
2025-12-05 17:00:01,882 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [134/1000] Train_MSE: 0.000138 Val_MSE: 0.000179 | Loss: 0.000152
2025-12-05 17:00:02,858 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [135/1000] Train_MSE: 0.000139 Val_MSE: 0.000176 | Loss: 0.000153
2025-12-05 17:00:03,841 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [136/1000] Train_MSE: 0.000149 Val_MSE: 0.000198 | Loss: 0.000157
2025-12-05 17:00:04,887 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [137/1000] Train_MSE: 0.000150 Val_MSE: 0.000197 | Loss: 0.000162
2025-12-05 17:00:05,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [138/1000] Train_MSE: 0.000196 Val_MSE: 0.000219 | Loss: 0.000169
2025-12-05 17:00:06,838 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [139/1000] Train_MSE: 0.000131 Val_MSE: 0.000192 | Loss: 0.000185
2025-12-05 17:00:07,858 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [140/1000] Train_MSE: 0.000134 Val_MSE: 0.000177 | Loss: 0.000155
2025-12-05 17:00:08,868 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [141/1000] Train_MSE: 0.000134 Val_MSE: 0.000178 | Loss: 0.000162
2025-12-05 17:00:09,871 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [142/1000] Train_MSE: 0.000117 Val_MSE: 0.000156 | Loss: 0.000149
2025-12-05 17:00:09,874 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 142 with val_mse 0.000156
2025-12-05 17:00:10,867 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [143/1000] Train_MSE: 0.000165 Val_MSE: 0.000236 | Loss: 0.000155
2025-12-05 17:00:11,844 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [144/1000] Train_MSE: 0.000112 Val_MSE: 0.000173 | Loss: 0.000168
2025-12-05 17:00:12,819 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [145/1000] Train_MSE: 0.000140 Val_MSE: 0.000196 | Loss: 0.000157
2025-12-05 17:00:13,771 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [146/1000] Train_MSE: 0.000139 Val_MSE: 0.000192 | Loss: 0.000164
2025-12-05 17:00:14,749 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [147/1000] Train_MSE: 0.000171 Val_MSE: 0.000221 | Loss: 0.000149
2025-12-05 17:00:15,697 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [148/1000] Train_MSE: 0.000125 Val_MSE: 0.000192 | Loss: 0.000147
2025-12-05 17:00:16,667 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [149/1000] Train_MSE: 0.000162 Val_MSE: 0.000222 | Loss: 0.000146
2025-12-05 17:00:17,644 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [150/1000] Train_MSE: 0.000140 Val_MSE: 0.000190 | Loss: 0.000149
2025-12-05 17:00:18,661 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [151/1000] Train_MSE: 0.000118 Val_MSE: 0.000166 | Loss: 0.000133
2025-12-05 17:00:19,643 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [152/1000] Train_MSE: 0.000133 Val_MSE: 0.000179 | Loss: 0.000150
2025-12-05 17:00:20,654 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [153/1000] Train_MSE: 0.000198 Val_MSE: 0.000242 | Loss: 0.000147
2025-12-05 17:00:21,659 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [154/1000] Train_MSE: 0.000152 Val_MSE: 0.000195 | Loss: 0.000157
2025-12-05 17:00:22,670 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [155/1000] Train_MSE: 0.000129 Val_MSE: 0.000186 | Loss: 0.000147
2025-12-05 17:00:23,726 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [156/1000] Train_MSE: 0.000116 Val_MSE: 0.000157 | Loss: 0.000154
2025-12-05 17:00:24,707 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [157/1000] Train_MSE: 0.000193 Val_MSE: 0.000221 | Loss: 0.000170
2025-12-05 17:00:25,651 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [158/1000] Train_MSE: 0.000161 Val_MSE: 0.000212 | Loss: 0.000163
2025-12-05 17:00:26,565 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [159/1000] Train_MSE: 0.000153 Val_MSE: 0.000193 | Loss: 0.000140
2025-12-05 17:00:27,501 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [160/1000] Train_MSE: 0.000193 Val_MSE: 0.000243 | Loss: 0.000150
2025-12-05 17:00:28,484 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [161/1000] Train_MSE: 0.000166 Val_MSE: 0.000222 | Loss: 0.000147
2025-12-05 17:00:29,455 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [162/1000] Train_MSE: 0.000163 Val_MSE: 0.000241 | Loss: 0.000161
2025-12-05 17:00:30,470 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [163/1000] Train_MSE: 0.000113 Val_MSE: 0.000168 | Loss: 0.000154
2025-12-05 17:00:31,442 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [164/1000] Train_MSE: 0.000111 Val_MSE: 0.000177 | Loss: 0.000150
2025-12-05 17:00:32,404 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [165/1000] Train_MSE: 0.000123 Val_MSE: 0.000202 | Loss: 0.000137
2025-12-05 17:00:33,396 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [166/1000] Train_MSE: 0.000124 Val_MSE: 0.000188 | Loss: 0.000141
2025-12-05 17:00:34,359 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [167/1000] Train_MSE: 0.000165 Val_MSE: 0.000213 | Loss: 0.000147
2025-12-05 17:00:35,340 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [168/1000] Train_MSE: 0.000139 Val_MSE: 0.000197 | Loss: 0.000186
2025-12-05 17:00:36,371 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [169/1000] Train_MSE: 0.000133 Val_MSE: 0.000173 | Loss: 0.000138
2025-12-05 17:00:37,387 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [170/1000] Train_MSE: 0.000141 Val_MSE: 0.000188 | Loss: 0.000162
2025-12-05 17:00:38,382 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [171/1000] Train_MSE: 0.000141 Val_MSE: 0.000189 | Loss: 0.000137
2025-12-05 17:00:39,391 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [172/1000] Train_MSE: 0.000127 Val_MSE: 0.000181 | Loss: 0.000138
2025-12-05 17:00:40,388 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [173/1000] Train_MSE: 0.000160 Val_MSE: 0.000217 | Loss: 0.000154
2025-12-05 17:00:41,441 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [174/1000] Train_MSE: 0.000132 Val_MSE: 0.000187 | Loss: 0.000157
2025-12-05 17:00:42,435 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [175/1000] Train_MSE: 0.000130 Val_MSE: 0.000186 | Loss: 0.000153
2025-12-05 17:00:43,404 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [176/1000] Train_MSE: 0.000137 Val_MSE: 0.000182 | Loss: 0.000155
2025-12-05 17:00:44,464 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [177/1000] Train_MSE: 0.000141 Val_MSE: 0.000206 | Loss: 0.000150
2025-12-05 17:00:45,511 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [178/1000] Train_MSE: 0.000109 Val_MSE: 0.000162 | Loss: 0.000138
2025-12-05 17:00:46,542 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [179/1000] Train_MSE: 0.000140 Val_MSE: 0.000182 | Loss: 0.000153
2025-12-05 17:00:47,570 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [180/1000] Train_MSE: 0.000127 Val_MSE: 0.000174 | Loss: 0.000144
2025-12-05 17:00:48,593 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [181/1000] Train_MSE: 0.000137 Val_MSE: 0.000182 | Loss: 0.000145
2025-12-05 17:00:49,598 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [182/1000] Train_MSE: 0.000140 Val_MSE: 0.000192 | Loss: 0.000152
2025-12-05 17:00:50,644 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [183/1000] Train_MSE: 0.000117 Val_MSE: 0.000167 | Loss: 0.000139
2025-12-05 17:00:51,654 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [184/1000] Train_MSE: 0.000142 Val_MSE: 0.000173 | Loss: 0.000131
2025-12-05 17:00:52,719 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [185/1000] Train_MSE: 0.000124 Val_MSE: 0.000180 | Loss: 0.000143
2025-12-05 17:00:53,648 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [186/1000] Train_MSE: 0.000120 Val_MSE: 0.000164 | Loss: 0.000170
2025-12-05 17:00:54,637 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [187/1000] Train_MSE: 0.000234 Val_MSE: 0.000272 | Loss: 0.000141
2025-12-05 17:00:55,657 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [188/1000] Train_MSE: 0.000127 Val_MSE: 0.000179 | Loss: 0.000143
2025-12-05 17:00:56,683 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [189/1000] Train_MSE: 0.000141 Val_MSE: 0.000191 | Loss: 0.000154
2025-12-05 17:00:57,668 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [190/1000] Train_MSE: 0.000112 Val_MSE: 0.000165 | Loss: 0.000145
2025-12-05 17:00:58,702 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [191/1000] Train_MSE: 0.000155 Val_MSE: 0.000214 | Loss: 0.000142
2025-12-05 17:00:59,701 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [192/1000] Train_MSE: 0.000133 Val_MSE: 0.000197 | Loss: 0.000131
2025-12-05 17:01:00,680 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [193/1000] Train_MSE: 0.000136 Val_MSE: 0.000208 | Loss: 0.000143
2025-12-05 17:01:01,659 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [194/1000] Train_MSE: 0.000125 Val_MSE: 0.000166 | Loss: 0.000139
2025-12-05 17:01:02,636 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [195/1000] Train_MSE: 0.000116 Val_MSE: 0.000169 | Loss: 0.000142
2025-12-05 17:01:03,661 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [196/1000] Train_MSE: 0.000149 Val_MSE: 0.000204 | Loss: 0.000128
2025-12-05 17:01:04,644 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [197/1000] Train_MSE: 0.000119 Val_MSE: 0.000166 | Loss: 0.000142
2025-12-05 17:01:05,681 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [198/1000] Train_MSE: 0.000134 Val_MSE: 0.000191 | Loss: 0.000143
2025-12-05 17:01:06,680 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [199/1000] Train_MSE: 0.000128 Val_MSE: 0.000178 | Loss: 0.000140
2025-12-05 17:01:07,649 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [200/1000] Train_MSE: 0.000191 Val_MSE: 0.000256 | Loss: 0.000160
2025-12-05 17:01:08,592 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [201/1000] Train_MSE: 0.000135 Val_MSE: 0.000201 | Loss: 0.000141
2025-12-05 17:01:09,647 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [202/1000] Train_MSE: 0.000177 Val_MSE: 0.000237 | Loss: 0.000136
2025-12-05 17:01:10,653 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [203/1000] Train_MSE: 0.000114 Val_MSE: 0.000182 | Loss: 0.000131
2025-12-05 17:01:11,609 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [204/1000] Train_MSE: 0.000171 Val_MSE: 0.000250 | Loss: 0.000138
2025-12-05 17:01:12,572 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [205/1000] Train_MSE: 0.000106 Val_MSE: 0.000166 | Loss: 0.000135
2025-12-05 17:01:13,568 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [206/1000] Train_MSE: 0.000125 Val_MSE: 0.000191 | Loss: 0.000133
2025-12-05 17:01:14,568 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [207/1000] Train_MSE: 0.000117 Val_MSE: 0.000166 | Loss: 0.000138
2025-12-05 17:01:15,525 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [208/1000] Train_MSE: 0.000141 Val_MSE: 0.000199 | Loss: 0.000131
2025-12-05 17:01:16,485 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [209/1000] Train_MSE: 0.000118 Val_MSE: 0.000195 | Loss: 0.000143
2025-12-05 17:01:17,442 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [210/1000] Train_MSE: 0.000104 Val_MSE: 0.000181 | Loss: 0.000125
2025-12-05 17:01:18,437 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [211/1000] Train_MSE: 0.000200 Val_MSE: 0.000252 | Loss: 0.000132
2025-12-05 17:01:19,446 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [212/1000] Train_MSE: 0.000134 Val_MSE: 0.000175 | Loss: 0.000136
2025-12-05 17:01:20,446 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [213/1000] Train_MSE: 0.000118 Val_MSE: 0.000181 | Loss: 0.000134
2025-12-05 17:01:21,411 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [214/1000] Train_MSE: 0.000103 Val_MSE: 0.000165 | Loss: 0.000129
2025-12-05 17:01:22,463 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [215/1000] Train_MSE: 0.000108 Val_MSE: 0.000167 | Loss: 0.000128
