2025-12-05 16:57:05,359 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: Density
2025-12-05 16:57:05,360 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:05,360 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for Density with seed 42 ---
2025-12-05 16:57:20,212 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [108/1000] Train_MSE: 0.005762 Val_MSE: 0.005438 | Loss: 0.007387
2025-12-05 16:57:20,214 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 108 with val_mse 0.005438
2025-12-05 16:57:20,347 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [109/1000] Train_MSE: 0.006175 Val_MSE: 0.006033 | Loss: 0.007996
2025-12-05 16:57:20,479 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [110/1000] Train_MSE: 0.016606 Val_MSE: 0.017538 | Loss: 0.009454
2025-12-05 16:57:20,617 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [111/1000] Train_MSE: 0.010880 Val_MSE: 0.010922 | Loss: 0.008433
2025-12-05 16:57:20,753 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [112/1000] Train_MSE: 0.008073 Val_MSE: 0.008087 | Loss: 0.007590
2025-12-05 16:57:20,888 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [113/1000] Train_MSE: 0.006901 Val_MSE: 0.007216 | Loss: 0.007337
2025-12-05 16:57:21,023 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [114/1000] Train_MSE: 0.005902 Val_MSE: 0.006073 | Loss: 0.007927
2025-12-05 16:57:21,159 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [115/1000] Train_MSE: 0.005268 Val_MSE: 0.005085 | Loss: 0.007113
2025-12-05 16:57:21,162 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 115 with val_mse 0.005085
2025-12-05 16:57:21,297 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [116/1000] Train_MSE: 0.009526 Val_MSE: 0.009797 | Loss: 0.007499
2025-12-05 16:57:21,432 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [117/1000] Train_MSE: 0.006115 Val_MSE: 0.006128 | Loss: 0.008335
2025-12-05 16:57:21,564 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [118/1000] Train_MSE: 0.007466 Val_MSE: 0.007677 | Loss: 0.008075
2025-12-05 16:57:21,699 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [119/1000] Train_MSE: 0.006015 Val_MSE: 0.006338 | Loss: 0.008440
2025-12-05 16:57:21,841 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [120/1000] Train_MSE: 0.007469 Val_MSE: 0.008094 | Loss: 0.007387
2025-12-05 16:57:21,979 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [121/1000] Train_MSE: 0.008134 Val_MSE: 0.008464 | Loss: 0.007348
2025-12-05 16:57:22,132 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [122/1000] Train_MSE: 0.006830 Val_MSE: 0.006987 | Loss: 0.008887
2025-12-05 16:57:22,291 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [123/1000] Train_MSE: 0.005544 Val_MSE: 0.005453 | Loss: 0.008608
2025-12-05 16:57:22,456 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [124/1000] Train_MSE: 0.005345 Val_MSE: 0.005581 | Loss: 0.007020
2025-12-05 16:57:22,608 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [125/1000] Train_MSE: 0.007155 Val_MSE: 0.007406 | Loss: 0.007945
2025-12-05 16:57:22,749 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [126/1000] Train_MSE: 0.005950 Val_MSE: 0.006205 | Loss: 0.007830
2025-12-05 16:57:22,886 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [127/1000] Train_MSE: 0.007682 Val_MSE: 0.008551 | Loss: 0.007027
2025-12-05 16:57:23,039 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [128/1000] Train_MSE: 0.012394 Val_MSE: 0.012735 | Loss: 0.008962
2025-12-05 16:57:23,177 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [129/1000] Train_MSE: 0.011075 Val_MSE: 0.011309 | Loss: 0.007116
2025-12-05 16:57:23,321 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [130/1000] Train_MSE: 0.010234 Val_MSE: 0.010652 | Loss: 0.007648
2025-12-05 16:57:23,461 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [131/1000] Train_MSE: 0.010674 Val_MSE: 0.011760 | Loss: 0.007963
2025-12-05 16:57:23,599 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [132/1000] Train_MSE: 0.012981 Val_MSE: 0.013780 | Loss: 0.008558
2025-12-05 16:57:23,746 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [133/1000] Train_MSE: 0.012010 Val_MSE: 0.013284 | Loss: 0.009124
2025-12-05 16:57:23,890 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [134/1000] Train_MSE: 0.007360 Val_MSE: 0.007980 | Loss: 0.007847
2025-12-05 16:57:24,033 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [135/1000] Train_MSE: 0.006342 Val_MSE: 0.006737 | Loss: 0.008281
2025-12-05 16:57:24,168 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [136/1000] Train_MSE: 0.006073 Val_MSE: 0.005947 | Loss: 0.006962
2025-12-05 16:57:24,304 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [137/1000] Train_MSE: 0.013401 Val_MSE: 0.014547 | Loss: 0.007952
2025-12-05 16:57:24,462 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [138/1000] Train_MSE: 0.011610 Val_MSE: 0.012753 | Loss: 0.009099
2025-12-05 16:57:24,599 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [139/1000] Train_MSE: 0.016439 Val_MSE: 0.017840 | Loss: 0.009039
2025-12-05 16:57:24,731 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [140/1000] Train_MSE: 0.015718 Val_MSE: 0.016618 | Loss: 0.011694
2025-12-05 16:57:24,870 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [141/1000] Train_MSE: 0.006212 Val_MSE: 0.006588 | Loss: 0.007816
2025-12-05 16:57:25,009 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [142/1000] Train_MSE: 0.010522 Val_MSE: 0.010866 | Loss: 0.006169
2025-12-05 16:57:25,150 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [143/1000] Train_MSE: 0.005653 Val_MSE: 0.005628 | Loss: 0.007242
2025-12-05 16:57:25,288 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [144/1000] Train_MSE: 0.006015 Val_MSE: 0.006421 | Loss: 0.006399
2025-12-05 16:57:25,425 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [145/1000] Train_MSE: 0.008838 Val_MSE: 0.009517 | Loss: 0.008065
2025-12-05 16:57:25,556 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [146/1000] Train_MSE: 0.006174 Val_MSE: 0.006479 | Loss: 0.009282
2025-12-05 16:57:25,693 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [147/1000] Train_MSE: 0.008107 Val_MSE: 0.008799 | Loss: 0.007541
2025-12-05 16:57:25,828 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [148/1000] Train_MSE: 0.008252 Val_MSE: 0.008937 | Loss: 0.007650
2025-12-05 16:57:25,978 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [149/1000] Train_MSE: 0.007710 Val_MSE: 0.008525 | Loss: 0.006911
2025-12-05 16:57:26,119 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [150/1000] Train_MSE: 0.007719 Val_MSE: 0.008801 | Loss: 0.007628
2025-12-05 16:57:26,266 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [151/1000] Train_MSE: 0.011607 Val_MSE: 0.012658 | Loss: 0.009284
2025-12-05 16:57:26,420 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [152/1000] Train_MSE: 0.014217 Val_MSE: 0.014395 | Loss: 0.008437
2025-12-05 16:57:26,567 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [153/1000] Train_MSE: 0.006161 Val_MSE: 0.006575 | Loss: 0.008004
2025-12-05 16:57:26,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [154/1000] Train_MSE: 0.006572 Val_MSE: 0.007120 | Loss: 0.006746
2025-12-05 16:57:26,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [155/1000] Train_MSE: 0.005120 Val_MSE: 0.005636 | Loss: 0.007746
2025-12-05 16:57:26,994 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [156/1000] Train_MSE: 0.005548 Val_MSE: 0.006107 | Loss: 0.008116
2025-12-05 16:57:27,134 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [157/1000] Train_MSE: 0.006415 Val_MSE: 0.007133 | Loss: 0.006443
2025-12-05 16:57:27,269 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [158/1000] Train_MSE: 0.007417 Val_MSE: 0.007902 | Loss: 0.007871
2025-12-05 16:57:27,405 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [159/1000] Train_MSE: 0.006038 Val_MSE: 0.006730 | Loss: 0.008441
2025-12-05 16:57:27,541 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [160/1000] Train_MSE: 0.006006 Val_MSE: 0.006432 | Loss: 0.007549
2025-12-05 16:57:27,680 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [161/1000] Train_MSE: 0.008995 Val_MSE: 0.010258 | Loss: 0.006534
2025-12-05 16:57:27,816 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [162/1000] Train_MSE: 0.006739 Val_MSE: 0.007421 | Loss: 0.006101
2025-12-05 16:57:27,954 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [163/1000] Train_MSE: 0.006812 Val_MSE: 0.008370 | Loss: 0.007904
2025-12-05 16:57:28,087 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [164/1000] Train_MSE: 0.006077 Val_MSE: 0.006740 | Loss: 0.007599
2025-12-05 16:57:28,220 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [165/1000] Train_MSE: 0.012968 Val_MSE: 0.013632 | Loss: 0.007261
2025-12-05 16:57:28,352 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [166/1000] Train_MSE: 0.015096 Val_MSE: 0.016613 | Loss: 0.008977
2025-12-05 16:57:28,486 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [167/1000] Train_MSE: 0.009108 Val_MSE: 0.009786 | Loss: 0.008091
2025-12-05 16:57:28,617 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [168/1000] Train_MSE: 0.007871 Val_MSE: 0.008425 | Loss: 0.006607
2025-12-05 16:57:28,755 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [169/1000] Train_MSE: 0.008420 Val_MSE: 0.009107 | Loss: 0.006402
2025-12-05 16:57:28,893 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [170/1000] Train_MSE: 0.005703 Val_MSE: 0.006202 | Loss: 0.007388
2025-12-05 16:57:29,037 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [171/1000] Train_MSE: 0.010152 Val_MSE: 0.011151 | Loss: 0.007968
2025-12-05 16:57:29,193 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [172/1000] Train_MSE: 0.008565 Val_MSE: 0.009137 | Loss: 0.009389
2025-12-05 16:57:29,340 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [173/1000] Train_MSE: 0.008011 Val_MSE: 0.008812 | Loss: 0.008797
2025-12-05 16:57:29,489 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [174/1000] Train_MSE: 0.013300 Val_MSE: 0.013959 | Loss: 0.007758
2025-12-05 16:57:29,645 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [175/1000] Train_MSE: 0.008903 Val_MSE: 0.010622 | Loss: 0.008292
2025-12-05 16:57:29,806 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [176/1000] Train_MSE: 0.005602 Val_MSE: 0.007128 | Loss: 0.008042
2025-12-05 16:57:29,961 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [177/1000] Train_MSE: 0.006857 Val_MSE: 0.008585 | Loss: 0.007114
2025-12-05 16:57:30,117 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [178/1000] Train_MSE: 0.006939 Val_MSE: 0.008369 | Loss: 0.007713
2025-12-05 16:57:30,265 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [179/1000] Train_MSE: 0.007378 Val_MSE: 0.008502 | Loss: 0.006827
2025-12-05 16:57:30,396 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [180/1000] Train_MSE: 0.011572 Val_MSE: 0.012680 | Loss: 0.008324
2025-12-05 16:57:30,544 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [181/1000] Train_MSE: 0.005398 Val_MSE: 0.006001 | Loss: 0.006487
2025-12-05 16:57:30,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [182/1000] Train_MSE: 0.005857 Val_MSE: 0.006983 | Loss: 0.006850
2025-12-05 16:57:30,836 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [183/1000] Train_MSE: 0.007107 Val_MSE: 0.007814 | Loss: 0.007733
2025-12-05 16:57:30,960 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [184/1000] Train_MSE: 0.007965 Val_MSE: 0.008922 | Loss: 0.006414
2025-12-05 16:57:31,096 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [185/1000] Train_MSE: 0.007689 Val_MSE: 0.008689 | Loss: 0.006795
2025-12-05 16:57:31,238 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [186/1000] Train_MSE: 0.006014 Val_MSE: 0.006671 | Loss: 0.008805
2025-12-05 16:57:31,402 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [187/1000] Train_MSE: 0.005937 Val_MSE: 0.006729 | Loss: 0.008428
2025-12-05 16:57:31,544 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [188/1000] Train_MSE: 0.005082 Val_MSE: 0.005698 | Loss: 0.007240
2025-12-05 16:57:31,678 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [189/1000] Train_MSE: 0.005746 Val_MSE: 0.006382 | Loss: 0.007827
2025-12-05 16:57:31,818 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [190/1000] Train_MSE: 0.006623 Val_MSE: 0.007524 | Loss: 0.007722
2025-12-05 16:57:31,963 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [191/1000] Train_MSE: 0.008586 Val_MSE: 0.008965 | Loss: 0.007488
2025-12-05 16:57:32,101 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [192/1000] Train_MSE: 0.005547 Val_MSE: 0.005703 | Loss: 0.008072
2025-12-05 16:57:32,240 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [193/1000] Train_MSE: 0.007680 Val_MSE: 0.008236 | Loss: 0.006610
2025-12-05 16:57:32,386 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [194/1000] Train_MSE: 0.007997 Val_MSE: 0.008800 | Loss: 0.006573
2025-12-05 16:57:32,533 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [195/1000] Train_MSE: 0.006027 Val_MSE: 0.007076 | Loss: 0.006976
2025-12-05 16:57:32,670 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [196/1000] Train_MSE: 0.007778 Val_MSE: 0.009103 | Loss: 0.007076
2025-12-05 16:57:32,813 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [197/1000] Train_MSE: 0.006317 Val_MSE: 0.007568 | Loss: 0.007246
2025-12-05 16:57:32,956 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [198/1000] Train_MSE: 0.008286 Val_MSE: 0.009247 | Loss: 0.006157
2025-12-05 16:57:33,099 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [199/1000] Train_MSE: 0.005720 Val_MSE: 0.006762 | Loss: 0.006834
2025-12-05 16:57:33,254 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [200/1000] Train_MSE: 0.005106 Val_MSE: 0.006044 | Loss: 0.006607
2025-12-05 16:57:33,424 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [201/1000] Train_MSE: 0.015470 Val_MSE: 0.016941 | Loss: 0.007728
2025-12-05 16:57:33,589 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [202/1000] Train_MSE: 0.008241 Val_MSE: 0.008848 | Loss: 0.006274
2025-12-05 16:57:33,749 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [203/1000] Train_MSE: 0.005425 Val_MSE: 0.005763 | Loss: 0.007637
2025-12-05 16:57:33,925 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [204/1000] Train_MSE: 0.006089 Val_MSE: 0.006240 | Loss: 0.007335
2025-12-05 16:57:34,087 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [205/1000] Train_MSE: 0.008650 Val_MSE: 0.009372 | Loss: 0.007579
2025-12-05 16:57:34,235 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [206/1000] Train_MSE: 0.006599 Val_MSE: 0.007639 | Loss: 0.007503
2025-12-05 16:57:34,391 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [207/1000] Train_MSE: 0.007914 Val_MSE: 0.009216 | Loss: 0.007238
2025-12-05 16:57:34,535 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [208/1000] Train_MSE: 0.009420 Val_MSE: 0.010606 | Loss: 0.006650
2025-12-05 16:57:34,691 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [209/1000] Train_MSE: 0.005366 Val_MSE: 0.006240 | Loss: 0.006517
2025-12-05 16:57:34,854 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [210/1000] Train_MSE: 0.005024 Val_MSE: 0.005634 | Loss: 0.006343
2025-12-05 16:57:35,040 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [211/1000] Train_MSE: 0.005721 Val_MSE: 0.006476 | Loss: 0.006948
2025-12-05 16:57:35,216 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [212/1000] Train_MSE: 0.004885 Val_MSE: 0.005961 | Loss: 0.008142
2025-12-05 16:57:35,364 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [213/1000] Train_MSE: 0.005484 Val_MSE: 0.006320 | Loss: 0.007216
2025-12-05 16:57:35,504 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [214/1000] Train_MSE: 0.006826 Val_MSE: 0.007634 | Loss: 0.007374
2025-12-05 16:57:35,651 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [215/1000] Train_MSE: 0.005665 Val_MSE: 0.006212 | Loss: 0.009125
2025-12-05 16:57:35,651 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:254] - INFO: Early Stopping
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:266] - INFO: Best model Accuracy for Density, seed 42:
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:267] - INFO:   Train MSE: 0.005268
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:268] - INFO:   Val MSE:   0.005085
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:269] - INFO:   Test MSE:  0.004275
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:285] - INFO: 
=== Results for attribute Density ===
2025-12-05 16:57:35,723 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:291] - INFO: Train MSE: 0.005268  Val MSE: 0.005085  Test MSE: 0.004275
