2025-12-05 16:55:59,982 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Rg
2025-12-05 16:55:59,982 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data/NeurIPS |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:55:59,983 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Rg with seed 42 ---
2025-12-05 16:56:08,787 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [88/1000] Train_MSE: 17.833688 Val_MSE: 20.867634 | Loss: 11.854761
2025-12-05 16:56:08,870 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [89/1000] Train_MSE: 14.265099 Val_MSE: 17.627534 | Loss: 12.265724
2025-12-05 16:56:08,954 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [90/1000] Train_MSE: 10.687269 Val_MSE: 14.161243 | Loss: 11.500926
2025-12-05 16:56:09,042 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [91/1000] Train_MSE: 10.204391 Val_MSE: 13.359065 | Loss: 11.666968
2025-12-05 16:56:09,120 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [92/1000] Train_MSE: 11.160779 Val_MSE: 13.951163 | Loss: 10.471079
2025-12-05 16:56:09,210 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [93/1000] Train_MSE: 9.853834 Val_MSE: 12.835457 | Loss: 10.895830
2025-12-05 16:56:09,212 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 93 with val_mse 12.835457
2025-12-05 16:56:09,295 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [94/1000] Train_MSE: 11.749156 Val_MSE: 14.694786 | Loss: 11.365257
2025-12-05 16:56:09,374 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [95/1000] Train_MSE: 9.879807 Val_MSE: 13.116246 | Loss: 12.885278
2025-12-05 16:56:09,458 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [96/1000] Train_MSE: 10.130144 Val_MSE: 13.332795 | Loss: 11.370436
2025-12-05 16:56:09,548 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [97/1000] Train_MSE: 9.698363 Val_MSE: 13.048054 | Loss: 10.815329
2025-12-05 16:56:09,634 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [98/1000] Train_MSE: 10.871787 Val_MSE: 14.194751 | Loss: 11.103919
2025-12-05 16:56:09,720 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [99/1000] Train_MSE: 10.863110 Val_MSE: 13.894620 | Loss: 10.871535
2025-12-05 16:56:09,802 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [100/1000] Train_MSE: 15.674370 Val_MSE: 18.634207 | Loss: 11.092207
2025-12-05 16:56:09,890 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [101/1000] Train_MSE: 9.448266 Val_MSE: 12.580430 | Loss: 11.976505
2025-12-05 16:56:09,892 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 101 with val_mse 12.580430
2025-12-05 16:56:09,976 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [102/1000] Train_MSE: 10.507176 Val_MSE: 13.766159 | Loss: 11.951571
2025-12-05 16:56:10,062 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [103/1000] Train_MSE: 11.112550 Val_MSE: 14.621260 | Loss: 11.634419
2025-12-05 16:56:10,143 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [104/1000] Train_MSE: 10.359409 Val_MSE: 13.721975 | Loss: 10.906191
2025-12-05 16:56:10,226 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [105/1000] Train_MSE: 9.631989 Val_MSE: 12.446854 | Loss: 10.678304
2025-12-05 16:56:10,228 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 105 with val_mse 12.446854
2025-12-05 16:56:10,325 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [106/1000] Train_MSE: 9.395078 Val_MSE: 12.387327 | Loss: 10.778013
2025-12-05 16:56:10,328 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 106 with val_mse 12.387327
2025-12-05 16:56:10,414 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [107/1000] Train_MSE: 9.954471 Val_MSE: 13.157283 | Loss: 11.220448
2025-12-05 16:56:10,504 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [108/1000] Train_MSE: 9.269294 Val_MSE: 12.637584 | Loss: 10.913367
2025-12-05 16:56:10,584 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [109/1000] Train_MSE: 9.948532 Val_MSE: 12.924243 | Loss: 10.231217
2025-12-05 16:56:10,668 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [110/1000] Train_MSE: 9.173591 Val_MSE: 12.486141 | Loss: 10.520786
2025-12-05 16:56:10,757 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [111/1000] Train_MSE: 11.972488 Val_MSE: 15.063494 | Loss: 10.747476
2025-12-05 16:56:10,839 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [112/1000] Train_MSE: 9.247781 Val_MSE: 12.523026 | Loss: 10.016576
2025-12-05 16:56:10,922 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [113/1000] Train_MSE: 9.160009 Val_MSE: 12.084709 | Loss: 9.874283
2025-12-05 16:56:10,925 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 113 with val_mse 12.084709
2025-12-05 16:56:11,007 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [114/1000] Train_MSE: 9.466348 Val_MSE: 12.599316 | Loss: 10.427068
2025-12-05 16:56:11,090 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [115/1000] Train_MSE: 12.566745 Val_MSE: 15.300524 | Loss: 10.927741
2025-12-05 16:56:11,177 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [116/1000] Train_MSE: 9.417297 Val_MSE: 12.772112 | Loss: 12.838618
2025-12-05 16:56:11,262 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [117/1000] Train_MSE: 9.089577 Val_MSE: 12.227591 | Loss: 11.134380
2025-12-05 16:56:11,345 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [118/1000] Train_MSE: 11.353389 Val_MSE: 14.925929 | Loss: 10.502928
2025-12-05 16:56:11,427 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [119/1000] Train_MSE: 9.011459 Val_MSE: 12.609343 | Loss: 10.016267
2025-12-05 16:56:11,510 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [120/1000] Train_MSE: 9.879367 Val_MSE: 13.470577 | Loss: 9.988718
2025-12-05 16:56:11,599 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [121/1000] Train_MSE: 9.289824 Val_MSE: 12.963591 | Loss: 10.414683
2025-12-05 16:56:11,683 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [122/1000] Train_MSE: 9.351031 Val_MSE: 12.882725 | Loss: 12.449839
2025-12-05 16:56:11,764 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [123/1000] Train_MSE: 17.235497 Val_MSE: 20.591995 | Loss: 10.046551
2025-12-05 16:56:11,848 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [124/1000] Train_MSE: 17.185456 Val_MSE: 20.002031 | Loss: 10.029995
2025-12-05 16:56:11,931 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [125/1000] Train_MSE: 9.529829 Val_MSE: 12.854135 | Loss: 10.655498
2025-12-05 16:56:12,018 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [126/1000] Train_MSE: 8.890857 Val_MSE: 12.210483 | Loss: 10.124422
2025-12-05 16:56:12,107 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [127/1000] Train_MSE: 13.713758 Val_MSE: 16.828762 | Loss: 9.526932
2025-12-05 16:56:12,188 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [128/1000] Train_MSE: 9.920210 Val_MSE: 13.123673 | Loss: 9.785847
2025-12-05 16:56:12,279 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [129/1000] Train_MSE: 9.556350 Val_MSE: 13.342131 | Loss: 9.698560
2025-12-05 16:56:12,362 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [130/1000] Train_MSE: 8.690515 Val_MSE: 12.381548 | Loss: 9.258536
2025-12-05 16:56:12,445 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [131/1000] Train_MSE: 9.466976 Val_MSE: 12.961850 | Loss: 9.556409
2025-12-05 16:56:12,529 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [132/1000] Train_MSE: 8.667060 Val_MSE: 12.149474 | Loss: 10.706947
2025-12-05 16:56:12,614 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [133/1000] Train_MSE: 9.726609 Val_MSE: 13.148026 | Loss: 9.409093
2025-12-05 16:56:12,708 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [134/1000] Train_MSE: 8.355329 Val_MSE: 12.248175 | Loss: 9.347392
2025-12-05 16:56:12,792 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [135/1000] Train_MSE: 9.067189 Val_MSE: 12.622387 | Loss: 9.850867
2025-12-05 16:56:12,882 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [136/1000] Train_MSE: 8.773048 Val_MSE: 12.294537 | Loss: 11.119280
2025-12-05 16:56:12,971 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [137/1000] Train_MSE: 8.988930 Val_MSE: 12.502403 | Loss: 9.199164
2025-12-05 16:56:13,057 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [138/1000] Train_MSE: 10.002807 Val_MSE: 13.554971 | Loss: 12.664601
2025-12-05 16:56:13,145 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [139/1000] Train_MSE: 8.520799 Val_MSE: 12.493858 | Loss: 10.544737
2025-12-05 16:56:13,229 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [140/1000] Train_MSE: 9.785097 Val_MSE: 13.698326 | Loss: 9.270237
2025-12-05 16:56:13,324 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [141/1000] Train_MSE: 10.010234 Val_MSE: 13.437268 | Loss: 9.954450
2025-12-05 16:56:13,405 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [142/1000] Train_MSE: 8.578841 Val_MSE: 12.518529 | Loss: 10.105236
2025-12-05 16:56:13,495 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [143/1000] Train_MSE: 10.258518 Val_MSE: 14.114337 | Loss: 10.341053
2025-12-05 16:56:13,575 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [144/1000] Train_MSE: 15.509978 Val_MSE: 19.162602 | Loss: 10.517903
2025-12-05 16:56:13,665 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [145/1000] Train_MSE: 11.067634 Val_MSE: 14.737423 | Loss: 10.283943
2025-12-05 16:56:13,756 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [146/1000] Train_MSE: 12.036974 Val_MSE: 15.761750 | Loss: 10.911212
2025-12-05 16:56:13,842 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [147/1000] Train_MSE: 8.364484 Val_MSE: 12.066266 | Loss: 9.944927
2025-12-05 16:56:13,845 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 147 with val_mse 12.066266
2025-12-05 16:56:13,946 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [148/1000] Train_MSE: 8.233898 Val_MSE: 12.024381 | Loss: 9.401648
2025-12-05 16:56:13,949 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 148 with val_mse 12.024381
2025-12-05 16:56:14,060 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [149/1000] Train_MSE: 11.023070 Val_MSE: 14.499929 | Loss: 10.563780
2025-12-05 16:56:14,158 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [150/1000] Train_MSE: 8.785614 Val_MSE: 12.508219 | Loss: 9.806674
2025-12-05 16:56:14,246 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [151/1000] Train_MSE: 8.366874 Val_MSE: 12.415908 | Loss: 9.983834
2025-12-05 16:56:14,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [152/1000] Train_MSE: 8.417617 Val_MSE: 12.406632 | Loss: 10.379301
2025-12-05 16:56:14,438 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [153/1000] Train_MSE: 10.116436 Val_MSE: 13.360085 | Loss: 10.640267
2025-12-05 16:56:14,536 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [154/1000] Train_MSE: 8.643199 Val_MSE: 12.057222 | Loss: 9.051774
2025-12-05 16:56:14,624 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [155/1000] Train_MSE: 8.420741 Val_MSE: 11.758948 | Loss: 9.770892
2025-12-05 16:56:14,626 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 155 with val_mse 11.758948
2025-12-05 16:56:14,714 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [156/1000] Train_MSE: 13.933760 Val_MSE: 17.599975 | Loss: 10.065071
2025-12-05 16:56:14,810 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [157/1000] Train_MSE: 13.326296 Val_MSE: 16.978810 | Loss: 9.844103
2025-12-05 16:56:14,907 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [158/1000] Train_MSE: 13.899827 Val_MSE: 17.749866 | Loss: 10.432781
2025-12-05 16:56:15,000 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [159/1000] Train_MSE: 8.049369 Val_MSE: 11.915430 | Loss: 9.079262
2025-12-05 16:56:15,106 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [160/1000] Train_MSE: 8.271204 Val_MSE: 12.284827 | Loss: 9.148186
2025-12-05 16:56:15,237 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [161/1000] Train_MSE: 8.408474 Val_MSE: 12.430272 | Loss: 10.336809
2025-12-05 16:56:15,333 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [162/1000] Train_MSE: 8.931784 Val_MSE: 12.539950 | Loss: 9.012796
2025-12-05 16:56:15,418 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [163/1000] Train_MSE: 7.835051 Val_MSE: 11.856604 | Loss: 9.367531
2025-12-05 16:56:15,504 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [164/1000] Train_MSE: 8.563804 Val_MSE: 12.588988 | Loss: 9.295075
2025-12-05 16:56:15,591 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [165/1000] Train_MSE: 8.768825 Val_MSE: 12.679104 | Loss: 9.033623
2025-12-05 16:56:15,685 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [166/1000] Train_MSE: 7.863103 Val_MSE: 11.770492 | Loss: 8.365059
2025-12-05 16:56:15,780 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [167/1000] Train_MSE: 10.013454 Val_MSE: 13.952016 | Loss: 9.928575
2025-12-05 16:56:15,869 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [168/1000] Train_MSE: 8.113460 Val_MSE: 12.404720 | Loss: 9.718194
2025-12-05 16:56:15,974 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [169/1000] Train_MSE: 9.076249 Val_MSE: 12.986204 | Loss: 9.527134
2025-12-05 16:56:16,062 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [170/1000] Train_MSE: 7.763779 Val_MSE: 11.860517 | Loss: 9.083588
2025-12-05 16:56:16,151 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [171/1000] Train_MSE: 8.995932 Val_MSE: 13.207385 | Loss: 9.428539
2025-12-05 16:56:16,235 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [172/1000] Train_MSE: 12.706997 Val_MSE: 16.433122 | Loss: 10.549142
2025-12-05 16:56:16,334 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [173/1000] Train_MSE: 7.632940 Val_MSE: 11.532923 | Loss: 9.321266
2025-12-05 16:56:16,336 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 173 with val_mse 11.532923
2025-12-05 16:56:16,430 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [174/1000] Train_MSE: 7.523777 Val_MSE: 11.760409 | Loss: 8.704242
2025-12-05 16:56:16,516 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [175/1000] Train_MSE: 7.554205 Val_MSE: 11.719424 | Loss: 9.235553
2025-12-05 16:56:16,597 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [176/1000] Train_MSE: 9.300133 Val_MSE: 13.242688 | Loss: 8.969176
2025-12-05 16:56:16,682 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [177/1000] Train_MSE: 7.760910 Val_MSE: 11.756755 | Loss: 8.669041
2025-12-05 16:56:16,767 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [178/1000] Train_MSE: 10.013633 Val_MSE: 14.278126 | Loss: 8.850509
2025-12-05 16:56:16,852 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [179/1000] Train_MSE: 8.170941 Val_MSE: 12.229664 | Loss: 9.064572
2025-12-05 16:56:16,943 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [180/1000] Train_MSE: 8.520119 Val_MSE: 12.641888 | Loss: 8.831442
2025-12-05 16:56:17,028 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [181/1000] Train_MSE: 9.092735 Val_MSE: 13.441852 | Loss: 8.900258
2025-12-05 16:56:17,112 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [182/1000] Train_MSE: 7.573151 Val_MSE: 11.739085 | Loss: 8.278489
2025-12-05 16:56:17,195 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [183/1000] Train_MSE: 10.684686 Val_MSE: 15.050656 | Loss: 8.169525
2025-12-05 16:56:17,279 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [184/1000] Train_MSE: 10.175518 Val_MSE: 14.125168 | Loss: 9.035041
2025-12-05 16:56:17,362 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [185/1000] Train_MSE: 15.413299 Val_MSE: 18.726177 | Loss: 10.047312
2025-12-05 16:56:17,444 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [186/1000] Train_MSE: 7.486136 Val_MSE: 11.883331 | Loss: 9.291694
2025-12-05 16:56:17,525 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [187/1000] Train_MSE: 7.856382 Val_MSE: 12.595166 | Loss: 9.335451
2025-12-05 16:56:17,603 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [188/1000] Train_MSE: 9.251799 Val_MSE: 13.352582 | Loss: 9.863078
2025-12-05 16:56:17,686 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [189/1000] Train_MSE: 11.676127 Val_MSE: 15.500953 | Loss: 10.190780
2025-12-05 16:56:17,768 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [190/1000] Train_MSE: 7.707587 Val_MSE: 11.834141 | Loss: 8.510394
2025-12-05 16:56:17,842 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [191/1000] Train_MSE: 8.135837 Val_MSE: 12.143815 | Loss: 9.261663
2025-12-05 16:56:17,918 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [192/1000] Train_MSE: 7.628312 Val_MSE: 11.654534 | Loss: 8.972594
2025-12-05 16:56:17,998 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [193/1000] Train_MSE: 8.076570 Val_MSE: 12.215278 | Loss: 8.882513
2025-12-05 16:56:18,078 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [194/1000] Train_MSE: 9.100435 Val_MSE: 13.473902 | Loss: 8.608351
2025-12-05 16:56:18,163 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [195/1000] Train_MSE: 7.477818 Val_MSE: 11.858025 | Loss: 9.992533
2025-12-05 16:56:18,246 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [196/1000] Train_MSE: 10.071809 Val_MSE: 14.680647 | Loss: 9.831275
2025-12-05 16:56:18,329 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [197/1000] Train_MSE: 18.566172 Val_MSE: 22.424215 | Loss: 9.428869
2025-12-05 16:56:18,412 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [198/1000] Train_MSE: 7.651807 Val_MSE: 11.825641 | Loss: 9.064738
