2025-12-05 16:57:36,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:174] - INFO: 
Model training started for property: FFV
2025-12-05 16:57:36,736 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:85] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 5            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| heads      | 1            |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:36,736 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:179] - INFO: --- Starting training for FFV with seed 42 ---
2025-12-05 17:00:21,424 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [103/1000] Train_MSE: 0.000707 Val_MSE: 0.000717 | Loss: 0.000320
2025-12-05 17:00:22,946 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [104/1000] Train_MSE: 0.000334 Val_MSE: 0.000377 | Loss: 0.000328
2025-12-05 17:00:24,450 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [105/1000] Train_MSE: 0.000266 Val_MSE: 0.000300 | Loss: 0.000308
2025-12-05 17:00:24,453 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 105 with val_mse 0.000300
2025-12-05 17:00:26,098 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [106/1000] Train_MSE: 0.000372 Val_MSE: 0.000477 | Loss: 0.000291
2025-12-05 17:00:27,740 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [107/1000] Train_MSE: 0.000288 Val_MSE: 0.000331 | Loss: 0.000296
2025-12-05 17:00:29,377 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [108/1000] Train_MSE: 0.000415 Val_MSE: 0.000466 | Loss: 0.000288
2025-12-05 17:00:31,060 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [109/1000] Train_MSE: 0.000437 Val_MSE: 0.000489 | Loss: 0.000296
2025-12-05 17:00:32,643 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [110/1000] Train_MSE: 0.000269 Val_MSE: 0.000353 | Loss: 0.000278
2025-12-05 17:00:34,239 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [111/1000] Train_MSE: 0.000482 Val_MSE: 0.000554 | Loss: 0.000276
2025-12-05 17:00:35,884 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [112/1000] Train_MSE: 0.000407 Val_MSE: 0.000500 | Loss: 0.000273
2025-12-05 17:00:37,428 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [113/1000] Train_MSE: 0.000306 Val_MSE: 0.000425 | Loss: 0.000292
2025-12-05 17:00:39,079 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [114/1000] Train_MSE: 0.000361 Val_MSE: 0.000415 | Loss: 0.000302
2025-12-05 17:00:40,763 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [115/1000] Train_MSE: 0.000433 Val_MSE: 0.000508 | Loss: 0.000285
2025-12-05 17:00:42,265 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [116/1000] Train_MSE: 0.000290 Val_MSE: 0.000332 | Loss: 0.000303
2025-12-05 17:00:43,811 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [117/1000] Train_MSE: 0.000305 Val_MSE: 0.000352 | Loss: 0.000291
2025-12-05 17:00:45,400 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [118/1000] Train_MSE: 0.000277 Val_MSE: 0.000347 | Loss: 0.000306
2025-12-05 17:00:47,066 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [119/1000] Train_MSE: 0.000294 Val_MSE: 0.000338 | Loss: 0.000291
2025-12-05 17:00:48,688 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [120/1000] Train_MSE: 0.000322 Val_MSE: 0.000385 | Loss: 0.000297
2025-12-05 17:00:50,310 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [121/1000] Train_MSE: 0.000348 Val_MSE: 0.000442 | Loss: 0.000304
2025-12-05 17:00:51,809 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [122/1000] Train_MSE: 0.000823 Val_MSE: 0.000847 | Loss: 0.000271
2025-12-05 17:00:53,319 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [123/1000] Train_MSE: 0.000413 Val_MSE: 0.000432 | Loss: 0.000286
2025-12-05 17:00:54,823 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [124/1000] Train_MSE: 0.000486 Val_MSE: 0.000568 | Loss: 0.000277
2025-12-05 17:00:56,327 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [125/1000] Train_MSE: 0.000256 Val_MSE: 0.000317 | Loss: 0.000291
2025-12-05 17:00:57,812 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [126/1000] Train_MSE: 0.000277 Val_MSE: 0.000366 | Loss: 0.000255
2025-12-05 17:00:59,414 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [127/1000] Train_MSE: 0.000310 Val_MSE: 0.000372 | Loss: 0.000294
2025-12-05 17:01:01,095 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [128/1000] Train_MSE: 0.000258 Val_MSE: 0.000329 | Loss: 0.000304
2025-12-05 17:01:02,667 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [129/1000] Train_MSE: 0.000421 Val_MSE: 0.000478 | Loss: 0.000304
2025-12-05 17:01:04,167 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [130/1000] Train_MSE: 0.000273 Val_MSE: 0.000275 | Loss: 0.000325
2025-12-05 17:01:04,170 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:244] - INFO: Best model saved at epoch 130 with val_mse 0.000275
2025-12-05 17:01:05,656 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [131/1000] Train_MSE: 0.000772 Val_MSE: 0.000843 | Loss: 0.000306
2025-12-05 17:01:07,213 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [132/1000] Train_MSE: 0.000270 Val_MSE: 0.000337 | Loss: 0.000303
2025-12-05 17:01:08,735 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [133/1000] Train_MSE: 0.000374 Val_MSE: 0.000543 | Loss: 0.000292
2025-12-05 17:01:10,423 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [134/1000] Train_MSE: 0.000971 Val_MSE: 0.001151 | Loss: 0.000262
2025-12-05 17:01:12,025 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [135/1000] Train_MSE: 0.000285 Val_MSE: 0.000315 | Loss: 0.000291
2025-12-05 17:01:13,732 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [136/1000] Train_MSE: 0.000435 Val_MSE: 0.000557 | Loss: 0.000304
2025-12-05 17:01:15,356 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [137/1000] Train_MSE: 0.000454 Val_MSE: 0.000477 | Loss: 0.000276
2025-12-05 17:01:16,963 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [138/1000] Train_MSE: 0.000280 Val_MSE: 0.000348 | Loss: 0.000251
2025-12-05 17:01:18,590 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [139/1000] Train_MSE: 0.000255 Val_MSE: 0.000310 | Loss: 0.000267
2025-12-05 17:01:20,184 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [140/1000] Train_MSE: 0.000417 Val_MSE: 0.000437 | Loss: 0.000285
2025-12-05 17:01:21,690 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [141/1000] Train_MSE: 0.000292 Val_MSE: 0.000375 | Loss: 0.000281
2025-12-05 17:01:23,203 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [142/1000] Train_MSE: 0.000357 Val_MSE: 0.000444 | Loss: 0.000284
2025-12-05 17:01:24,800 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [143/1000] Train_MSE: 0.000394 Val_MSE: 0.000462 | Loss: 0.000250
2025-12-05 17:01:26,305 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [144/1000] Train_MSE: 0.000282 Val_MSE: 0.000352 | Loss: 0.000303
2025-12-05 17:01:27,815 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [145/1000] Train_MSE: 0.000327 Val_MSE: 0.000428 | Loss: 0.000278
2025-12-05 17:01:29,334 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [146/1000] Train_MSE: 0.000283 Val_MSE: 0.000317 | Loss: 0.000284
2025-12-05 17:01:30,897 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [147/1000] Train_MSE: 0.000313 Val_MSE: 0.000385 | Loss: 0.000260
2025-12-05 17:01:32,478 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [148/1000] Train_MSE: 0.000297 Val_MSE: 0.000341 | Loss: 0.000282
2025-12-05 17:01:34,080 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [149/1000] Train_MSE: 0.000439 Val_MSE: 0.000455 | Loss: 0.000284
2025-12-05 17:01:35,672 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [150/1000] Train_MSE: 0.000500 Val_MSE: 0.000504 | Loss: 0.000257
2025-12-05 17:01:37,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [151/1000] Train_MSE: 0.000305 Val_MSE: 0.000337 | Loss: 0.000281
2025-12-05 17:01:38,843 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [152/1000] Train_MSE: 0.000245 Val_MSE: 0.000310 | Loss: 0.000294
2025-12-05 17:01:40,477 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [153/1000] Train_MSE: 0.000377 Val_MSE: 0.000439 | Loss: 0.000254
2025-12-05 17:01:41,979 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [154/1000] Train_MSE: 0.000454 Val_MSE: 0.000564 | Loss: 0.000246
2025-12-05 17:01:43,572 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [155/1000] Train_MSE: 0.000383 Val_MSE: 0.000479 | Loss: 0.000248
2025-12-05 17:01:45,113 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [156/1000] Train_MSE: 0.000608 Val_MSE: 0.000788 | Loss: 0.000274
2025-12-05 17:01:46,754 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [157/1000] Train_MSE: 0.000421 Val_MSE: 0.000566 | Loss: 0.000272
2025-12-05 17:01:48,379 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [158/1000] Train_MSE: 0.000433 Val_MSE: 0.000561 | Loss: 0.000290
2025-12-05 17:01:49,932 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [159/1000] Train_MSE: 0.000260 Val_MSE: 0.000316 | Loss: 0.000246
2025-12-05 17:01:51,487 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [160/1000] Train_MSE: 0.000634 Val_MSE: 0.000737 | Loss: 0.000273
2025-12-05 17:01:53,069 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [161/1000] Train_MSE: 0.001498 Val_MSE: 0.001618 | Loss: 0.000273
2025-12-05 17:01:54,752 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [162/1000] Train_MSE: 0.000300 Val_MSE: 0.000422 | Loss: 0.000290
2025-12-05 17:01:56,318 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [163/1000] Train_MSE: 0.000241 Val_MSE: 0.000327 | Loss: 0.000254
2025-12-05 17:01:58,027 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [164/1000] Train_MSE: 0.000287 Val_MSE: 0.000337 | Loss: 0.000266
2025-12-05 17:01:59,615 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [165/1000] Train_MSE: 0.000376 Val_MSE: 0.000448 | Loss: 0.000303
2025-12-05 17:02:01,350 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [166/1000] Train_MSE: 0.000267 Val_MSE: 0.000355 | Loss: 0.000271
2025-12-05 17:02:02,942 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [167/1000] Train_MSE: 0.000495 Val_MSE: 0.000656 | Loss: 0.000233
2025-12-05 17:02:04,556 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [168/1000] Train_MSE: 0.000255 Val_MSE: 0.000412 | Loss: 0.000253
2025-12-05 17:02:06,015 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [169/1000] Train_MSE: 0.000304 Val_MSE: 0.000436 | Loss: 0.000264
2025-12-05 17:02:07,573 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [170/1000] Train_MSE: 0.000414 Val_MSE: 0.000451 | Loss: 0.000301
2025-12-05 17:02:09,108 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [171/1000] Train_MSE: 0.000396 Val_MSE: 0.000517 | Loss: 0.000257
2025-12-05 17:02:10,630 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [172/1000] Train_MSE: 0.000397 Val_MSE: 0.000505 | Loss: 0.000266
2025-12-05 17:02:12,193 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [173/1000] Train_MSE: 0.000267 Val_MSE: 0.000379 | Loss: 0.000270
2025-12-05 17:02:13,711 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [174/1000] Train_MSE: 0.000385 Val_MSE: 0.000423 | Loss: 0.000251
2025-12-05 17:02:15,275 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [175/1000] Train_MSE: 0.000308 Val_MSE: 0.000372 | Loss: 0.000274
2025-12-05 17:02:16,925 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [176/1000] Train_MSE: 0.000685 Val_MSE: 0.000783 | Loss: 0.000249
2025-12-05 17:02:18,606 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [177/1000] Train_MSE: 0.000288 Val_MSE: 0.000412 | Loss: 0.000249
2025-12-05 17:02:20,328 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [178/1000] Train_MSE: 0.000303 Val_MSE: 0.000422 | Loss: 0.000266
2025-12-05 17:02:21,919 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [179/1000] Train_MSE: 0.000363 Val_MSE: 0.000485 | Loss: 0.000251
2025-12-05 17:02:23,486 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [180/1000] Train_MSE: 0.000317 Val_MSE: 0.000466 | Loss: 0.000248
2025-12-05 17:02:25,051 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [181/1000] Train_MSE: 0.000299 Val_MSE: 0.000391 | Loss: 0.000241
2025-12-05 17:02:26,700 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [182/1000] Train_MSE: 0.000260 Val_MSE: 0.000305 | Loss: 0.000258
2025-12-05 17:02:28,224 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [183/1000] Train_MSE: 0.000347 Val_MSE: 0.000404 | Loss: 0.000232
2025-12-05 17:02:29,763 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [184/1000] Train_MSE: 0.000372 Val_MSE: 0.000400 | Loss: 0.000319
2025-12-05 17:02:31,348 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [185/1000] Train_MSE: 0.000262 Val_MSE: 0.000395 | Loss: 0.000328
2025-12-05 17:02:32,953 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [186/1000] Train_MSE: 0.000297 Val_MSE: 0.000390 | Loss: 0.000268
2025-12-05 17:02:34,544 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [187/1000] Train_MSE: 0.000235 Val_MSE: 0.000342 | Loss: 0.000273
2025-12-05 17:02:36,118 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [188/1000] Train_MSE: 0.000251 Val_MSE: 0.000330 | Loss: 0.000256
2025-12-05 17:02:37,771 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [189/1000] Train_MSE: 0.000479 Val_MSE: 0.000702 | Loss: 0.000253
2025-12-05 17:02:39,425 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [190/1000] Train_MSE: 0.000373 Val_MSE: 0.000491 | Loss: 0.000254
2025-12-05 17:02:40,980 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [191/1000] Train_MSE: 0.000386 Val_MSE: 0.000467 | Loss: 0.000266
2025-12-05 17:02:42,494 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [192/1000] Train_MSE: 0.000309 Val_MSE: 0.000464 | Loss: 0.000266
2025-12-05 17:02:44,011 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [193/1000] Train_MSE: 0.000285 Val_MSE: 0.000403 | Loss: 0.000255
2025-12-05 17:02:45,539 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [194/1000] Train_MSE: 0.000256 Val_MSE: 0.000358 | Loss: 0.000247
2025-12-05 17:02:47,082 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [195/1000] Train_MSE: 0.000490 Val_MSE: 0.000608 | Loss: 0.000260
2025-12-05 17:02:48,608 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [196/1000] Train_MSE: 0.000257 Val_MSE: 0.000366 | Loss: 0.000242
2025-12-05 17:02:50,138 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [197/1000] Train_MSE: 0.000230 Val_MSE: 0.000287 | Loss: 0.000245
2025-12-05 17:02:51,685 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [198/1000] Train_MSE: 0.000428 Val_MSE: 0.000500 | Loss: 0.000268
2025-12-05 17:02:53,241 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [199/1000] Train_MSE: 0.000304 Val_MSE: 0.000400 | Loss: 0.000269
2025-12-05 17:02:54,747 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [200/1000] Train_MSE: 0.000309 Val_MSE: 0.000447 | Loss: 0.000239
2025-12-05 17:02:56,339 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [201/1000] Train_MSE: 0.000299 Val_MSE: 0.000415 | Loss: 0.000273
2025-12-05 17:02:58,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [202/1000] Train_MSE: 0.000272 Val_MSE: 0.000350 | Loss: 0.000235
2025-12-05 17:02:59,742 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [203/1000] Train_MSE: 0.000325 Val_MSE: 0.000499 | Loss: 0.000227
2025-12-05 17:03:01,315 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [204/1000] Train_MSE: 0.000286 Val_MSE: 0.000388 | Loss: 0.000281
2025-12-05 17:03:02,849 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [205/1000] Train_MSE: 0.000404 Val_MSE: 0.000450 | Loss: 0.000280
2025-12-05 17:03:04,353 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [206/1000] Train_MSE: 0.000288 Val_MSE: 0.000407 | Loss: 0.000247
2025-12-05 17:03:05,901 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [207/1000] Train_MSE: 0.000306 Val_MSE: 0.000408 | Loss: 0.000253
2025-12-05 17:03:07,448 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [208/1000] Train_MSE: 0.000475 Val_MSE: 0.000564 | Loss: 0.000259
2025-12-05 17:03:08,950 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [209/1000] Train_MSE: 0.000449 Val_MSE: 0.000573 | Loss: 0.000269
2025-12-05 17:03:10,432 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [210/1000] Train_MSE: 0.000750 Val_MSE: 0.000882 | Loss: 0.000241
2025-12-05 17:03:11,946 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [211/1000] Train_MSE: 0.000269 Val_MSE: 0.000375 | Loss: 0.000230
2025-12-05 17:03:13,461 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [212/1000] Train_MSE: 0.000348 Val_MSE: 0.000483 | Loss: 0.000254
2025-12-05 17:03:14,990 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [213/1000] Train_MSE: 0.000256 Val_MSE: 0.000376 | Loss: 0.000237
2025-12-05 17:03:16,563 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [214/1000] Train_MSE: 0.000214 Val_MSE: 0.000344 | Loss: 0.000239
2025-12-05 17:03:18,108 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [215/1000] Train_MSE: 0.000320 Val_MSE: 0.000414 | Loss: 0.000270
2025-12-05 17:03:19,621 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [216/1000] Train_MSE: 0.000242 Val_MSE: 0.000357 | Loss: 0.000239
2025-12-05 17:03:21,164 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [217/1000] Train_MSE: 0.000346 Val_MSE: 0.000503 | Loss: 0.000231
2025-12-05 17:03:22,772 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [218/1000] Train_MSE: 0.000627 Val_MSE: 0.000812 | Loss: 0.000251
2025-12-05 17:03:24,413 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GAT.py[line:234] - INFO: Epoch [219/1000] Train_MSE: 0.000326 Val_MSE: 0.000437 | Loss: 0.000270
